Dc dPTime iforestTime find_markedNodesTime find_potential_dcNN_listTime relativedistanceTime ccidentificationTime_without_k ccidentificationTime clusterassignTime 
0.34 0.000884272 0.0835427 3.65e-07 2.27645 0.0926778 1.38e-07 1.28e-07 0.00100882
0.341 0.000884272 0.0835427 3.59e-07 2.28412 0.0929297 1.31e-07 1.27e-07 0.00100532
0.342 0.000884272 0.0835427 2.67e-07 2.2849 0.0929868 1.39e-07 1.28e-07 0.00100771
0.343 0.000884272 0.0835427 4.35e-07 2.28043 0.0928438 1.33e-07 1.28e-07 0.00100307
0.344 0.000884272 0.0835427 3.5e-07 2.28391 0.0897964 1.44e-07 1.3e-07 0.00100477
0.345 0.000884272 0.0835427 2.88e-07 2.27887 0.0929387 1.46e-07 1.28e-07 0.00100534
0.346 0.000884272 0.0835427 3.68e-07 2.27931 0.0928836 1.32e-07 1.41e-07 0.00100924
0.347 0.000884272 0.0835427 3.45e-07 2.30585 0.0938338 1.29e-07 1.29e-07 0.00100478
0.348 0.000884272 0.0835427 2.82e-07 2.30965 0.0910528 1.31e-07 1.46e-07 0.00100376
0.349 0.000884272 0.0835427 3.7e-07 2.31516 0.0913614 1.28e-07 1.3e-07 0.00100577
0.35 0.000884272 0.0835427 2.96e-07 2.3259 0.0977411 1.38e-07 1.27e-07 0.00100424
0.351 0.000884272 0.0835427 2.99e-07 2.32264 0.0912499 1.48e-07 1.4e-07 0.00100197
0.352 0.000884272 0.0835427 2.91e-07 2.32973 0.0881854 1.41e-07 1.83e-07 0.00100707
0.353 0.000884272 0.0835427 2.79e-07 2.33254 0.0883416 1.51e-07 1.28e-07 0.00100858
0.354 0.000884272 0.0835427 3.53e-07 2.35742 0.0890781 1.29e-07 1.27e-07 0.00100481
0.355 0.000884272 0.0835427 3.59e-07 2.35318 0.0955979 1.39e-07 1.44e-07 0.00100482
0.356 0.000884272 0.0835427 3.48e-07 2.37414 0.0934046 1.36e-07 1.28e-07 0.00100521
0.357 0.000884272 0.0835427 2.91e-07 2.37432 0.0931992 1.4e-07 1.29e-07 0.00100686
0.358 0.000884272 0.0835427 3.4e-07 2.38114 0.0935243 1.39e-07 1.29e-07 0.00104101
0.359 0.000884272 0.0835427 3.52e-07 2.38076 0.0934385 1.29e-07 1.36e-07 0.00100492
0.36 0.000884272 0.0835427 3.56e-07 2.39627 0.093545 1.29e-07 1.28e-07 0.0010077
0.361 0.000884272 0.0835427 2.89e-07 2.39212 0.0937613 1.39e-07 1.27e-07 0.00100587
0.362 0.000884272 0.0835427 3.71e-07 2.39331 0.0905858 1.33e-07 1.41e-07 0.00100733
0.363 0.000884272 0.0835427 5.32e-07 2.39524 0.09442 1.33e-07 1.42e-07 0.00100736
0.364 0.000884272 0.0835427 3.43e-07 2.40445 0.0941103 1.3e-07 1.82e-07 0.00100873
0.365 0.000884272 0.0835427 2.96e-07 2.40095 0.0907615 1.28e-07 1.31e-07 0.00100612
0.366 0.000884272 0.0835427 3.06e-07 2.40932 0.0907619 1.36e-07 1.29e-07 0.00100507
0.367 0.000884272 0.0835427 2.82e-07 2.41451 0.0911264 1.32e-07 1.27e-07 0.00100524
0.368 0.000884272 0.0835427 3.02e-07 2.42277 0.0915044 1.37e-07 1.46e-07 0.00100613
0.369 0.000884272 0.0835427 2.89e-07 2.42582 0.0915002 1.99e-07 1.45e-07 0.00103991
0.37 0.000884272 0.0835427 2.87e-07 2.43572 0.0917024 1.91e-07 1.36e-07 0.00100752
0.371 0.000884272 0.0835427 2.14e-07 2.42976 0.0916958 1.33e-07 1.83e-07 0.00100622
0.372 0.000884272 0.0835427 2.8e-07 2.43849 0.0921563 1.6e-07 1.29e-07 0.00100552
0.373 0.000884272 0.0835427 2.57e-07 2.4376 0.0920959 1.44e-07 1.29e-07 0.00100788
0.374 0.000884272 0.0835427 2.99e-07 2.44585 0.0953071 1.37e-07 1.83e-07 0.0010076
0.375 0.000884272 0.0835427 5.87e-07 2.46023 0.0955982 1.29e-07 1.29e-07 0.00100488
0.376 0.000884272 0.0835427 3.11e-07 2.45238 0.0922172 1.56e-07 1.28e-07 0.00100486
0.377 0.000884272 0.0835427 3.59e-07 2.45562 0.0923169 1.35e-07 1.45e-07 0.00100543
0.378 0.000884272 0.0835427 3.13e-07 2.45373 0.0922342 1.45e-07 1.29e-07 0.00100693
0.379 0.000884272 0.0835427 3.04e-07 2.46248 0.0957737 1.48e-07 1.3e-07 0.0010077
0.38 0.000884272 0.0835427 3.49e-07 2.46619 0.0926595 1.95e-07 1.27e-07 0.00100849
0.381 0.000884272 0.0835427 3.29e-07 2.47293 0.0924501 1.85e-07 1.41e-07 0.00100684
0.382 0.000884272 0.0835427 2.74e-07 2.467 0.0958827 1.42e-07 1.25e-07 0.00100835
0.383 0.000884272 0.0835427 2.91e-07 2.46194 0.0924824 1.41e-07 1.28e-07 0.00100734
0.384 0.000884272 0.0835427 2.9e-07 2.47357 0.0926787 1.38e-07 1.29e-07 0.00100711
0.385 0.000884272 0.0835427 2.5e-07 2.47504 0.0926409 1.29e-07 1.29e-07 0.00100958
0.386 0.000884272 0.0835427 2.91e-07 2.47461 0.0929162 1.36e-07 1.37e-07 0.00100762
0.387 0.000884272 0.0835427 3.42e-07 2.48961 0.0938124 1.34e-07 1.27e-07 0.00100944
0.388 0.000884272 0.0835427 2.9e-07 2.49578 0.0936501 1.37e-07 1.23e-07 0.00100864
0.389 0.000884272 0.0835427 3.15e-07 2.50694 0.097558 1.31e-07 1.29e-07 0.00100821
0.39 0.000884272 0.0835427 2.76e-07 2.51138 0.09428 1.28e-07 1.42e-07 0.00100644
0.391 0.000884272 0.0835427 3.94e-07 2.51784 0.0943147 1.83e-07 1.41e-07 0.00100816
0.392 0.000884272 0.0835427 2.5e-07 2.52525 0.0946208 1.25e-07 1.29e-07 0.00100664
0.393 0.000884272 0.0835427 2.99e-07 2.5284 0.0947228 1.3e-07 1.24e-07 0.00100486
0.394 0.000884272 0.0835427 3.31e-07 2.53544 0.094923 1.94e-07 1.37e-07 0.00100973
0.395 0.000884272 0.0835427 2.39e-07 2.54223 0.0951205 1.29e-07 1.23e-07 0.00100747
0.396 0.000884272 0.0835427 3.08e-07 2.55077 0.0953735 1.44e-07 1.22e-07 0.00100701
0.397 0.000884272 0.0835427 2.78e-07 2.55446 0.0955785 1.91e-07 1.35e-07 0.00100754
0.398 0.000884272 0.0835427 3.96e-07 2.55718 0.0956745 1.29e-07 1.3e-07 0.00100706
0.399 0.000884272 0.0835427 3.64e-07 2.5554 0.0957152 1.43e-07 1.27e-07 0.00100767
0.4 0.000884272 0.0835427 2.6e-07 2.55387 0.095933 1.84e-07 1.31e-07 0.00100814
0.401 0.000884272 0.0835427 2.81e-07 2.56101 0.0959146 1.28e-07 1.36e-07 0.00100954
0.402 0.000884272 0.0835427 3.32e-07 2.55907 0.0961313 1.4e-07 1.29e-07 0.00100649
0.403 0.000884272 0.0835427 3.54e-07 2.56621 0.0959612 1.37e-07 1.82e-07 0.0010055
0.404 0.000884272 0.0835427 3.49e-07 2.56451 0.0961367 1.91e-07 1.18e-07 0.001008
0.405 0.000884272 0.0835427 3e-07 2.56885 0.0962489 1.39e-07 1.75e-07 0.00100819
0.406 0.000884272 0.0835427 2.77e-07 2.56986 0.0961307 1.95e-07 1.29e-07 0.00100734
0.407 0.000884272 0.0835427 3.12e-07 2.56201 0.0960595 1.32e-07 1.42e-07 0.00101017
0.408 0.000884272 0.0835427 3.57e-07 2.56493 0.0962106 1.29e-07 1.19e-07 0.00100735
0.409 0.000884272 0.0835427 3.1e-07 2.57513 0.0964953 1.41e-07 1.77e-07 0.00101186
0.41 0.000884272 0.0835427 3.41e-07 2.59086 0.0973658 1.37e-07 1.33e-07 0.00100936
0.411 0.000884272 0.0835427 3.99e-07 2.58926 0.0966207 1.3e-07 1.27e-07 0.00100822
0.412 0.000884272 0.0835427 2.91e-07 2.60479 0.10385 1.29e-07 1.44e-07 0.0010088
0.413 0.000884272 0.0835427 3.43e-07 2.60161 0.0972955 1.45e-07 1.76e-07 0.00100716
0.414 0.000884272 0.0835427 3.1e-07 2.60348 0.0972544 1.59e-07 1.23e-07 0.0010084
0.415 0.000884272 0.0835427 2.94e-07 2.60858 0.103925 1.29e-07 1.81e-07 0.00101158
0.416 0.000884272 0.0835427 3.59e-07 2.60851 0.0972579 1.89e-07 1.27e-07 0.00100726
0.417 0.000884272 0.0835427 3.32e-07 2.60959 0.100586 1.28e-07 1.24e-07 0.00100731
0.418 0.000884272 0.0835427 2.75e-07 2.6201 0.101209 1.29e-07 1.23e-07 0.00100961
0.419 0.000884272 0.0835427 2.93e-07 2.62934 0.0979125 1.32e-07 1.19e-07 0.00100986
0.42 0.000884272 0.0835427 3.16e-07 2.63243 0.0981892 1.83e-07 1.29e-07 0.00100862
0.421 0.000884272 0.0835427 4.44e-07 2.63327 0.101346 1.33e-07 1.79e-07 0.00101109
0.422 0.000884272 0.0835427 2.91e-07 2.63533 0.0982066 1.79e-07 1.18e-07 0.00100888
0.423 0.000884272 0.0835427 2.61e-07 2.65292 0.0989452 1.34e-07 1.75e-07 0.00100841
0.424 0.000884272 0.0835427 2.67e-07 2.66231 0.102389 1.37e-07 1.24e-07 0.00105225
0.425 0.000884272 0.0835427 4.06e-07 2.66408 0.102352 1.39e-07 1.37e-07 0.00100929
0.426 0.000884272 0.0835427 3.64e-07 2.67352 0.0988623 1.3e-07 1.18e-07 0.00100773
0.427 0.000884272 0.0835427 2.86e-07 2.66336 0.0988947 1.42e-07 1.23e-07 0.00100754
0.428 0.000884272 0.0835427 3.27e-07 2.66764 0.102516 1.3e-07 1.81e-07 0.00101068
0.429 0.000884272 0.0835427 2.87e-07 2.66695 0.0990581 1.31e-07 1.28e-07 0.00100869
0.43 0.000884272 0.0835427 3.2e-07 2.68138 0.0993944 1.28e-07 1.24e-07 0.00100817
0.431 0.000884272 0.0835427 2.88e-07 2.67966 0.0994147 1.39e-07 1.77e-07 0.00100905
0.432 0.000884272 0.0835427 3e-07 2.68237 0.0995876 1.89e-07 1.4e-07 0.00100834
0.433 0.000884272 0.0835427 2.52e-07 2.67731 0.102849 1.39e-07 1.35e-07 0.00101098
0.434 0.000884272 0.0835427 2.31e-07 2.67799 0.102653 1.46e-07 1.25e-07 0.00101168
0.435 0.000884272 0.0835427 2.95e-07 2.67972 0.1031 1.4e-07 1.24e-07 0.00100979
0.436 0.000884272 0.0835427 3e-07 2.67988 0.106012 1.42e-07 1.22e-07 0.00100818
0.437 0.000884272 0.0835427 2.96e-07 2.68586 0.102968 1.44e-07 1.26e-07 0.00101372
0.438 0.000884272 0.0835427 3.6e-07 2.69462 0.106888 1.32e-07 1.79e-07 0.00100935
0.439 0.000884272 0.0835427 2.89e-07 2.69917 0.100045 1.32e-07 1.24e-07 0.00101048
0.44 0.000884272 0.0835427 2.75e-07 2.70859 0.10045 1.42e-07 1.46e-07 0.00100882
0.441 0.000884272 0.0835427 2.57e-07 2.70773 0.100654 2.01e-07 1.36e-07 0.00100912
0.442 0.000884272 0.0835427 3.22e-07 2.70813 0.100497 1.41e-07 1.25e-07 0.00100591
0.443 0.000884272 0.0835427 2.95e-07 2.70576 0.100571 2e-07 1.31e-07 0.00100896
0.444 0.000884272 0.0835427 4.28e-07 2.71313 0.103771 1.28e-07 1.84e-07 0.0010092
0.445 0.000884272 0.0835427 3.04e-07 2.70884 0.103843 1.4e-07 1.28e-07 0.00104699
0.446 0.000884272 0.0835427 2.65e-07 2.70595 0.113769 1.91e-07 1.34e-07 0.00100715
0.447 0.000884272 0.0835427 3.34e-07 2.71079 0.107132 1.37e-07 1.19e-07 0.00100747
0.448 0.000884272 0.0835427 3.54e-07 2.72363 0.110922 1.92e-07 1.26e-07 0.00101106
0.449 0.000884272 0.0835427 2.8e-07 2.72375 0.100768 1.29e-07 1.23e-07 0.00101069
0.45 0.000884272 0.0835427 3.23e-07 2.72211 0.100694 1.36e-07 1.23e-07 0.00100789
0.451 0.000884272 0.0835427 2.36e-07 2.72835 0.100999 1.28e-07 1.25e-07 0.00100682
0.452 0.000884272 0.0835427 2.98e-07 2.73766 0.101228 1.44e-07 1.21e-07 0.00100671
0.453 0.000884272 0.0835427 3.07e-07 2.73709 0.104501 1.86e-07 1.31e-07 0.00101014
0.454 0.000884272 0.0835427 2.32e-07 2.74907 0.104887 1.29e-07 1.37e-07 0.00100885
0.455 0.000884272 0.0835427 2.59e-07 2.75392 0.101665 1.3e-07 1.28e-07 0.00100904
0.456 0.000884272 0.0835427 3.63e-07 2.75332 0.101684 1.28e-07 1.24e-07 0.00100869
0.457 0.000884272 0.0835427 3.75e-07 2.75201 0.101569 1.33e-07 1.23e-07 0.00100728
0.458 0.000884272 0.0835427 2.84e-07 2.75508 0.101566 1.27e-07 1.37e-07 0.0010112
0.459 0.000884272 0.0835427 2.94e-07 2.75571 0.101902 1.36e-07 1.78e-07 0.00100855
0.46 0.000884272 0.0835427 2.71e-07 2.75816 0.101585 1.95e-07 1.36e-07 0.00100965
0.461 0.000884272 0.0835427 2.86e-07 2.75887 0.101646 1.26e-07 1.3e-07 0.00100675
0.462 0.000884272 0.0835427 3.05e-07 2.76497 0.101931 1.31e-07 1.24e-07 0.00100727
0.463 0.000884272 0.0835427 2.96e-07 2.7681 0.105566 1.27e-07 1.19e-07 0.00100882
0.464 0.000884272 0.0835427 2.82e-07 2.76901 0.115467 1.37e-07 1.26e-07 0.00100946
0.465 0.000884272 0.0835427 2.58e-07 2.77006 0.101891 1.32e-07 1.28e-07 0.00100888
0.466 0.000884272 0.0835427 3.16e-07 2.77234 0.10247 1.84e-07 1.34e-07 0.00100824
0.467 0.000884272 0.0835427 2.55e-07 2.77173 0.108967 1.31e-07 1.77e-07 0.00101118
0.468 0.000884272 0.0835427 2.73e-07 2.78232 0.102002 1.35e-07 1.25e-07 0.00100826
0.469 0.000884272 0.0835427 3.01e-07 2.77995 0.102293 1.82e-07 1.24e-07 0.00100794
0.47 0.000884272 0.0835427 3.81e-07 2.78431 0.102078 1.38e-07 1.25e-07 0.00100826
0.471 0.000884272 0.0835427 5.95e-07 2.7863 0.102362 1.86e-07 1.23e-07 0.00100727
0.472 0.000884272 0.0835427 2.8e-07 2.78637 0.10217 1.59e-07 1.2e-07 0.00100834
0.473 0.000884272 0.0835427 2.91e-07 2.79197 0.102437 1.26e-07 1.23e-07 0.0010112
0.474 0.000884272 0.0835427 3.28e-07 2.79914 0.102527 1.47e-07 1.25e-07 0.00100892
0.475 0.000884272 0.0835427 3e-07 2.79607 0.105981 1.31e-07 1.25e-07 0.00100839
0.476 0.000884272 0.0835427 3.32e-07 2.79795 0.10602 1.35e-07 1.4e-07 0.00100764
0.477 0.000884272 0.0835427 3.49e-07 2.7991 0.102694 1.44e-07 1.18e-07 0.00100792
0.478 0.000884272 0.0835427 2.83e-07 2.80099 0.102516 1.28e-07 1.33e-07 0.00100677
0.479 0.000884272 0.0835427 2.36e-07 2.80041 0.102394 1.29e-07 1.8e-07 0.00100873
0.48 0.000884272 0.0835427 4.18e-07 2.81742 0.109875 1.36e-07 1.72e-07 0.00104564
0.481 0.000884272 0.0835427 3.01e-07 2.81436 0.103209 1.38e-07 1.27e-07 0.00100859
0.482 0.000884272 0.0835427 3.01e-07 2.81893 0.103267 1.3e-07 1.2e-07 0.00100662
0.483 0.000884272 0.0835427 2.98e-07 2.82245 0.103312 1.27e-07 1.24e-07 0.00100971
0.484 0.000884272 0.0835427 2.54e-07 2.83987 0.110399 1.3e-07 1.23e-07 0.00100698
0.485 0.000884272 0.0835427 2.87e-07 2.82678 0.103102 1.32e-07 1.23e-07 0.00100495
0.486 0.000884272 0.0835427 2.94e-07 2.83602 0.103151 1.32e-07 1.3e-07 0.00100687
0.487 0.000884272 0.0835427 3.09e-07 2.83615 0.106921 1.38e-07 1.28e-07 0.00100896
0.488 0.000884272 0.0835427 2.38e-07 2.83985 0.103641 1.41e-07 1.27e-07 0.00100986
0.489 0.000884272 0.0835427 2.4e-07 2.84106 0.103566 1.38e-07 1.43e-07 0.00100814
0.49 0.000884272 0.0835427 3.11e-07 2.84153 0.103728 1.92e-07 1.39e-07 0.00100706
0.491 0.000884272 0.0835427 3.06e-07 2.84397 0.107056 1.43e-07 1.2e-07 0.00100843
0.492 0.000884272 0.0835427 3.42e-07 2.84022 0.110795 1.43e-07 1.24e-07 0.00100814
0.493 0.000884272 0.0835427 3.38e-07 2.84002 0.103911 1.3e-07 1.17e-07 0.00100688
0.494 0.000884272 0.0835427 3.19e-07 2.84119 0.106922 1.28e-07 1.77e-07 0.00104408
0.495 0.000884272 0.0835427 3.36e-07 2.8386 0.103685 1.39e-07 1.36e-07 0.00101843
0.496 0.000884272 0.0835427 1.8042e-05 2.82141 0.103922 1.29e-07 1.46e-07 0.00105232
0.497 0.000884272 0.0835427 3.68e-07 2.84443 0.103561 1.48e-07 1.26e-07 0.00100782
0.498 0.000884272 0.0835427 2.34e-07 2.84519 0.103772 1.32e-07 1.28e-07 0.00100717
0.499 0.000884272 0.0835427 3.36e-07 2.84637 0.103589 1.27e-07 1.28e-07 0.00100673
0.5 0.000884272 0.0835427 3.24e-07 2.84453 0.103741 1.98e-07 1.31e-07 0.00100737
0.501 0.000884272 0.0835427 2.01e-07 2.83667 0.103642 1.3e-07 1.79e-07 0.00100666
0.502 0.000884272 0.0835427 2.94e-07 2.84419 0.103542 1.28e-07 1.72e-07 0.00100461
0.503 0.000884272 0.0835427 2.69e-07 2.84493 0.107216 1.33e-07 1.28e-07 0.00100477
0.504 0.000884272 0.0835427 3.46e-07 2.84382 0.103697 1.96e-07 1.43e-07 0.00100773
0.505 0.000884272 0.0835427 3.17e-07 2.8475 0.103757 1.33e-07 1.27e-07 0.0010057
0.506 0.000884272 0.0835427 2.56e-07 2.84913 0.103722 1.3e-07 1.41e-07 0.00100586
0.507 0.000884272 0.0835427 2.71e-07 2.85353 0.104216 1.37e-07 1.25e-07 0.00100658
0.508 0.000884272 0.0835427 2.49e-07 2.85548 0.10716 1.29e-07 1.3e-07 0.00100847
0.509 0.000884272 0.0835427 3.09e-07 2.86047 0.104416 1.29e-07 1.27e-07 0.00100624
0.51 0.000884272 0.0835427 2.7e-07 2.87025 0.104392 1.33e-07 1.3e-07 0.00100636
0.511 0.000884272 0.0835427 2.57e-07 2.86332 0.104367 1.44e-07 1.42e-07 0.00100795
0.512 0.000884272 0.0835427 3.52e-07 2.86215 0.104435 1.32e-07 1.23e-07 0.00100581
0.513 0.000884272 0.0835427 2.66e-07 2.86408 0.104418 1.48e-07 1.28e-07 0.00100599
0.514 0.000884272 0.0835427 2.69e-07 2.87497 0.107586 1.4e-07 1.27e-07 0.00100642
0.515 0.000884272 0.0835427 2.78e-07 2.86515 0.104664 1.5e-07 1.25e-07 0.00100392
0.516 0.000884272 0.0835427 2.66e-07 2.88174 0.105004 1.36e-07 1.28e-07 0.00100564
0.517 0.000884272 0.0835427 3.25e-07 2.8851 0.105162 1.39e-07 1.29e-07 0.00100646
0.518 0.000884272 0.0835427 2.56e-07 2.8855 0.104978 1.29e-07 1.34e-07 0.001004
0.519 0.000884272 0.0835427 2.91e-07 2.87634 0.106106 1.43e-07 1.29e-07 0.00100465
0.52 0.000884272 0.0835427 4.04e-07 2.89242 0.105126 1.33e-07 1.29e-07 0.0010062
0.521 0.000884272 0.0835427 2.82e-07 2.88722 0.105274 1.34e-07 1.28e-07 0.00100457
0.522 0.000884272 0.0835427 2.66e-07 2.89551 0.105521 1.44e-07 1.29e-07 0.00100434
0.523 0.000884272 0.0835427 2.68e-07 2.89444 0.10549 1.4e-07 1.24e-07 0.00100358
0.524 0.000884272 0.0835427 2.73e-07 2.89659 0.105205 1.32e-07 1.29e-07 0.00100535
0.525 0.000884272 0.0835427 2.75e-07 2.89646 0.105279 1.3e-07 1.8e-07 0.00100508
0.526 0.000884272 0.0835427 3.35e-07 2.90614 0.105667 1.96e-07 1.28e-07 0.00100411
0.527 0.000884272 0.0835427 3.34e-07 2.9084 0.105867 1.41e-07 1.27e-07 0.00100363
0.528 0.000884272 0.0835427 2.56e-07 2.91044 0.10574 1.34e-07 1.28e-07 0.00100469
0.529 0.000884272 0.0835427 4.15e-07 2.90282 0.105582 1.42e-07 1.29e-07 0.00100292
0.53 0.000884272 0.0835427 2.9e-07 2.90895 0.105642 1.35e-07 1.3e-07 0.00100346
0.531 0.000884272 0.0835427 2.73e-07 2.9206 0.105853 1.37e-07 1.35e-07 0.00100722
0.532 0.000884272 0.0835427 2.9e-07 2.93314 0.106002 1.32e-07 1.47e-07 0.00100501
0.533 0.000884272 0.0835427 3.24e-07 2.92144 0.106001 1.95e-07 1.31e-07 0.00100521
0.534 0.000884272 0.0835427 4.16e-07 2.92741 0.106066 1.44e-07 1.82e-07 0.0010048
0.535 0.000884272 0.0835427 2.9e-07 2.92351 0.105844 1.39e-07 1.28e-07 0.0010062
0.536 0.000884272 0.0835427 3.07e-07 2.91926 0.105928 1.96e-07 1.34e-07 0.00100566
0.537 0.000884272 0.0835427 2.76e-07 2.92328 0.106046 1.33e-07 1.24e-07 0.00100771
0.538 0.000884272 0.0835427 6.34e-07 2.93244 0.105877 1.42e-07 1.39e-07 0.00100734
0.539 0.000884272 0.0835427 2.82e-07 2.92709 0.106255 1.27e-07 1.32e-07 0.00100588
0.54 0.000884272 0.0835427 2.27e-07 2.93616 0.106634 1.47e-07 1.23e-07 0.00100274
0.541 0.000884272 0.0835427 2.97e-07 2.94475 0.106638 1.28e-07 1.23e-07 0.0010365
0.542 0.000884272 0.0835427 4.01e-07 2.96923 0.107156 1.81e-07 1.39e-07 0.0010069
0.543 0.000884272 0.0835427 3.02e-07 2.95407 0.107382 1.27e-07 1.83e-07 0.0010023
0.544 0.000884272 0.0835427 2.91e-07 2.97654 0.107563 1.47e-07 1.33e-07 0.00100162
0.545 0.000884272 0.0835427 2.34e-07 2.97805 0.10767 1.35e-07 1.29e-07 0.00100204
0.546 0.000884272 0.0835427 3.35e-07 2.97769 0.107483 1.29e-07 1.44e-07 0.00100265
0.547 0.000884272 0.0835427 2.99e-07 2.9793 0.107686 1.29e-07 1.78e-07 0.001002
0.548 0.000884272 0.0835427 3.39e-07 2.97852 0.107507 1.42e-07 1.29e-07 0.00100371
0.549 0.000884272 0.0835427 3.24e-07 2.98033 0.107961 1.38e-07 1.81e-07 0.00100237
0.55 0.000884272 0.0835427 3.55e-07 2.98172 0.107598 1.97e-07 1.25e-07 0.0010033
0.551 0.000884272 0.0835427 2.82e-07 2.97155 0.107915 1.4e-07 1.35e-07 0.00100323
0.552 0.000884272 0.0835427 2.14e-07 2.97742 0.107634 1.33e-07 1.24e-07 0.00100144
0.553 0.000884272 0.0835427 3.11e-07 2.98528 0.10783 1.4e-07 1.19e-07 0.00100603
0.554 0.000884272 0.0835427 2.24e-07 2.98644 0.108007 1.39e-07 1.29e-07 0.00100353
0.555 0.000884272 0.0835427 8.71e-07 2.99439 0.107773 1.37e-07 1.28e-07 0.00100282
0.556 0.000884272 0.0835427 2.6e-07 3.00202 0.111824 1.28e-07 1.27e-07 0.00100706
0.557 0.000884272 0.0835427 2.94e-07 3.00657 0.109422 1.38e-07 1.31e-07 0.00100254
0.558 0.000884272 0.0835427 3.14e-07 3.02462 0.112385 1.3e-07 1.29e-07 0.00100478
0.559 0.000884272 0.0835427 3.68e-07 3.0228 0.109215 1.54e-07 1.29e-07 0.000999825
0.56 0.000884272 0.0835427 7.09e-07 3.02278 0.109294 1.49e-07 1.3e-07 0.00100279
0.561 0.000884272 0.0835427 2.68e-07 3.02471 0.109165 1.35e-07 1.49e-07 0.00100026
0.562 0.000884272 0.0835427 3.67e-07 3.0267 0.109114 1.41e-07 1.79e-07 0.00100264
0.563 0.000884272 0.0835427 2.78e-07 3.02844 0.109239 1.42e-07 1.31e-07 0.00100219
0.564 0.000884272 0.0835427 2.63e-07 3.02462 0.10898 1.5e-07 1.23e-07 0.000999919
0.565 0.000884272 0.0835427 3.24e-07 3.01732 0.109232 1.36e-07 1.3e-07 0.00100098
0.566 0.000884272 0.0835427 2.62e-07 3.02263 0.108952 1.81e-07 1.32e-07 0.00100155
0.567 0.000884272 0.0835427 2.37e-07 3.02769 0.109327 1.38e-07 1.28e-07 0.00100072
0.568 0.000884272 0.0835427 2.95e-07 3.02582 0.108994 1.29e-07 1.3e-07 0.000998008
0.569 0.000884272 0.0835427 2.63e-07 3.02595 0.108988 1.44e-07 1.28e-07 0.0009992
0.57 0.000884272 0.0835427 2.97e-07 3.03248 0.109318 1.9e-07 1.35e-07 0.00100318
0.571 0.000884272 0.0835427 2.87e-07 3.03211 0.109382 1.35e-07 1.25e-07 0.0010002
0.572 0.000884272 0.0835427 2.79e-07 3.02618 0.109178 1.85e-07 1.25e-07 0.00100143
0.573 0.000884272 0.0835427 3.53e-07 3.02498 0.109146 1.92e-07 1.35e-07 0.000998911
0.574 0.000884272 0.0835427 2.58e-07 3.0352 0.109061 1.44e-07 1.25e-07 0.00100371
0.575 0.000884272 0.0835427 3.48e-07 3.0376 0.109278 1.28e-07 1.48e-07 0.00108893
0.576 0.000884272 0.0835427 2.7e-07 3.04366 0.109335 1.29e-07 1.19e-07 0.00100324
0.577 0.000884272 0.0835427 3.88e-07 3.04271 0.109518 1.37e-07 1.26e-07 0.00100018
0.578 0.000884272 0.0835427 3.14e-07 3.0387 0.109338 1.28e-07 1.75e-07 0.00100027
0.579 0.000884272 0.0835427 3.29e-07 3.0469 0.109247 1.28e-07 1.41e-07 0.00100203
0.58 0.000884272 0.0835427 2.57e-07 3.04722 0.109232 1.29e-07 1.83e-07 0.00100177
0.581 0.000884272 0.0835427 3.52e-07 3.05402 0.109162 1.36e-07 1.23e-07 0.000998066
0.582 0.000884272 0.0835427 2.93e-07 3.06807 0.109836 1.36e-07 1.22e-07 0.00100087
0.583 0.000884272 0.0835427 2.5e-07 3.07334 0.109937 1.25e-07 1.25e-07 0.00100169
0.584 0.000884272 0.0835427 2.47e-07 3.08108 0.110224 1.83e-07 1.23e-07 0.00100463
0.585 0.000884272 0.0835427 3.37e-07 3.08492 0.110177 1.32e-07 1.29e-07 0.00099981
0.586 0.000884272 0.0835427 3.1e-07 3.08566 0.110216 1.32e-07 1.27e-07 0.000997477
0.587 0.000884272 0.0835427 3.15e-07 3.09019 0.109982 1.29e-07 1.48e-07 0.000998884
0.588 0.000884272 0.0835427 3.22e-07 3.0951 0.109874 1.36e-07 1.29e-07 0.000998173
0.589 0.000884272 0.0835427 3.4e-07 3.09274 0.110119 1.23e-07 1.19e-07 0.000998042
0.59 0.000884272 0.0835427 3.39e-07 3.09333 0.11008 1.46e-07 1.27e-07 0.00103224
0.591 0.000884272 0.0835427 2.94e-07 3.08841 0.109915 1.25e-07 1.78e-07 0.000997135
0.592 0.000884272 0.0835427 2.93e-07 3.09814 0.110227 1.39e-07 1.23e-07 0.000996718
0.593 0.000884272 0.0835427 2.67e-07 3.10062 0.110144 1.29e-07 1.25e-07 0.000998053
0.594 0.000884272 0.0835427 2.53e-07 3.10815 0.110259 1.32e-07 1.18e-07 0.000998575
0.595 0.000884272 0.0835427 1.447e-06 3.12069 0.110733 1.83e-07 1.37e-07 0.000998295
0.596 0.000884272 0.0835427 3.64e-07 3.11486 0.110749 1.93e-07 1.27e-07 0.000999166
0.597 0.000884272 0.0835427 2.97e-07 3.12238 0.110648 1.37e-07 1.25e-07 0.00100013
0.598 0.000884272 0.0835427 2.84e-07 3.12433 0.110974 1.3e-07 1.24e-07 0.000998015
0.599 0.000884272 0.0835427 3.22e-07 3.13137 0.111492 1.28e-07 1.78e-07 0.00100193
0.6 0.000884272 0.0835427 9.38e-07 3.15766 0.114579 1.32e-07 1.28e-07 0.000998759
