Dc dPTime iforestTime find_markedNodesTime find_potential_dcNN_listTime relativedistanceTime ccidentificationTime_without_k ccidentificationTime clusterassignTime 
0.353 0.00214238 0.0740391 3.26e-07 0.99085 0.0394838 1.37e-07 1.48e-07 0.00056886
0.354 0.00214238 0.0740391 3.12e-07 0.990805 0.0392619 1.23e-07 1.75e-07 0.000557494
0.355 0.00214238 0.0740391 2.84e-07 0.993844 0.0390695 1.37e-07 1.32e-07 0.00055742
0.356 0.00214238 0.0740391 3.09e-07 0.992675 0.0392985 1.28e-07 1.84e-07 0.000591498
0.357 0.00214238 0.0740391 3.94e-07 0.990077 0.0389928 1.55e-07 1.34e-07 0.000557301
0.358 0.00214238 0.0740391 2.96e-07 0.990671 0.039501 1.29e-07 1.28e-07 0.000557353
0.359 0.00214238 0.0740391 3.61e-07 0.992026 0.0393398 1.34e-07 1.27e-07 0.000558029
0.36 0.00214238 0.0740391 4.34e-07 1.00429 0.0397302 1.3e-07 1.24e-07 0.000559342
0.361 0.00214238 0.0740391 3.42e-07 1.00073 0.0418168 1.32e-07 1.85e-07 0.000571524
0.362 0.00214238 0.0740391 2.77e-07 1.0011 0.0423774 1.39e-07 1.28e-07 0.000560458
0.363 0.00214238 0.0740391 2.5e-07 1.00526 0.0402918 1.32e-07 1.24e-07 0.000558286
0.364 0.00214238 0.0740391 3.45e-07 1.00853 0.0398877 1.53e-07 1.34e-07 0.000569103
0.365 0.00214238 0.0740391 3.15e-07 1.006 0.0399566 1.93e-07 1.46e-07 0.000569658
0.366 0.00214238 0.0740391 3.69e-07 1.00514 0.0400801 1.32e-07 1.32e-07 0.000570782
0.367 0.00214238 0.0740391 3.56e-07 1.00622 0.0398724 1.39e-07 1.84e-07 0.000569593
0.368 0.00214238 0.0740391 3.49e-07 1.00626 0.0400964 1.32e-07 1.32e-07 0.000570743
0.369 0.00214238 0.0740391 2.83e-07 1.00575 0.0399927 1.37e-07 1.5e-07 0.000570008
0.37 0.00214238 0.0740391 2.96e-07 1.00876 0.039801 1.37e-07 1.31e-07 0.000557705
0.371 0.00214238 0.0740391 4.65e-07 1.00557 0.0398763 1.84e-07 1.23e-07 0.00055753
0.372 0.00214238 0.0740391 3.48e-07 1.0323 0.0411941 1.36e-07 1.82e-07 0.000558442
0.373 0.00214238 0.0740391 3.87e-07 1.0342 0.0408322 1.33e-07 1.4e-07 0.000571886
0.374 0.00214238 0.0740391 3.32e-07 1.0322 0.0406214 1.31e-07 1.82e-07 0.000558499
0.375 0.00214238 0.0740391 3.67e-07 1.03085 0.0406082 1.38e-07 1.27e-07 0.000558081
0.376 0.00214238 0.0740391 2.56e-07 1.03938 0.0408918 1.45e-07 1.3e-07 0.000572345
0.377 0.00214238 0.0740391 2.65e-07 1.03364 0.0408738 1.32e-07 1.31e-07 0.000571875
0.378 0.00214238 0.0740391 3.5e-07 1.03744 0.0442018 1.35e-07 1.24e-07 0.000665526
0.379 0.00214238 0.0740391 4.02e-07 1.04401 0.0411912 1.32e-07 1.44e-07 0.000570534
0.38 0.00214238 0.0740391 2.73e-07 1.04269 0.0411185 1.38e-07 1.32e-07 0.000571155
0.381 0.00214238 0.0740391 3.28e-07 1.04376 0.0409523 1.31e-07 1.32e-07 0.000673694
0.382 0.00214238 0.0740391 4.12e-07 1.04536 0.0410999 1.33e-07 1.4e-07 0.000572856
0.383 0.00214238 0.0740391 3.21e-07 1.04896 0.0409116 1.36e-07 1.82e-07 0.000560406
0.384 0.00214238 0.0740391 3.38e-07 1.04976 0.041421 1.41e-07 1.81e-07 0.000572349
0.385 0.00214238 0.0740391 3.61e-07 1.05463 0.0410569 1.48e-07 1.28e-07 0.000559816
0.386 0.00214238 0.0740391 2.98e-07 1.05767 0.0413357 1.4e-07 1.32e-07 0.000573009
0.387 0.00214238 0.0740391 2.78e-07 1.0775 0.0413094 1.34e-07 1.38e-07 0.000572189
0.388 0.00214238 0.0740391 3.02e-07 1.06714 0.041733 1.55e-07 1.34e-07 0.00057357
0.389 0.00214238 0.0740391 4.2e-07 1.05816 0.0412448 1.29e-07 1.81e-07 0.000560248
0.39 0.00214238 0.0740391 4.51e-07 1.06007 0.0417994 1.41e-07 1.39e-07 0.000577821
0.391 0.00214238 0.0740391 4.34e-07 1.06317 0.0424141 1.36e-07 1.3e-07 0.00057639
0.392 0.00214238 0.0740391 4.89e-07 1.06184 0.0414267 1.93e-07 1.41e-07 0.000574702
0.393 0.00214238 0.0740391 3.08e-07 1.06353 0.0419542 1.34e-07 1.29e-07 0.000562981
0.394 0.00214238 0.0740391 2.9e-07 1.06551 0.0431528 1.37e-07 1.28e-07 0.000562851
0.395 0.00214238 0.0740391 2.34e-07 1.06675 0.0417513 1.89e-07 1.38e-07 0.00057466
0.396 0.00214238 0.0740391 3.28e-07 1.06587 0.0419208 1.33e-07 1.23e-07 0.000564111
0.397 0.00214238 0.0740391 2.82e-07 1.06861 0.0438072 1.29e-07 1.31e-07 0.000564181
0.398 0.00214238 0.0740391 2.18e-07 1.07014 0.0420565 1.87e-07 1.35e-07 0.000589361
0.399 0.00214238 0.0740391 2.96e-07 1.07328 0.0416547 1.32e-07 1.86e-07 0.000575037
0.4 0.00214238 0.0740391 3.06e-07 1.07625 0.041828 1.39e-07 1.3e-07 0.000574821
0.401 0.00214238 0.0740391 3.24e-07 1.06988 0.0427474 1.26e-07 1.83e-07 0.000573423
0.402 0.00214238 0.0740391 2.53e-07 1.06867 0.0417966 1.32e-07 1.37e-07 0.000576874
0.403 0.00214238 0.0740391 3.9e-07 1.0717 0.0416766 1.32e-07 1.33e-07 0.000575691
0.404 0.00214238 0.0740391 3.97e-07 1.07678 0.0437064 1.37e-07 1.34e-07 0.000564568
0.405 0.00214238 0.0740391 3.04e-07 1.08043 0.0418258 1.28e-07 1.31e-07 0.000574741
0.406 0.00214238 0.0740391 3.4e-07 1.07741 0.041965 1.28e-07 1.32e-07 0.00057957
0.407 0.00214238 0.0740391 3.49e-07 1.07653 0.0412404 1.43e-07 1.27e-07 0.000600983
0.408 0.00214238 0.0740391 2.68e-07 1.07617 0.0445288 1.23e-07 1.31e-07 0.000565884
0.409 0.00214238 0.0740391 2.45e-07 1.08145 0.0415654 1.24e-07 1.93e-07 0.000564372
0.41 0.00214238 0.0740391 3.22e-07 1.08019 0.0419482 1.9e-07 1.4e-07 0.000578451
0.411 0.00214238 0.0740391 2.88e-07 1.0754 0.0424087 1.32e-07 1.32e-07 0.000581061
0.412 0.00214238 0.0740391 3.58e-07 1.08041 0.0418423 1.29e-07 1.29e-07 0.000568789
0.413 0.00214238 0.0740391 3.52e-07 1.08105 0.0418116 1.36e-07 1.25e-07 0.000558345
0.414 0.00214238 0.0740391 3.74e-07 1.08095 0.0418322 1.25e-07 1.29e-07 0.000556645
0.415 0.00214238 0.0740391 2.95e-07 1.08173 0.0415615 1.27e-07 1.29e-07 0.000556223
0.416 0.00214238 0.0740391 3.15e-07 1.08434 0.0417725 1.27e-07 1.31e-07 0.000569843
0.417 0.00214238 0.0740391 6.55e-07 1.08058 0.041964 1.39e-07 1.31e-07 0.00056834
0.418 0.00214238 0.0740391 3.82e-07 1.08427 0.043861 1.34e-07 1.29e-07 0.000599157
0.419 0.00214238 0.0740391 2.95e-07 1.08653 0.0417985 1.83e-07 1.33e-07 0.000569035
0.42 0.00214238 0.0740391 2.61e-07 1.08407 0.0428998 1.4e-07 1.31e-07 0.000577172
0.421 0.00214238 0.0740391 3.96e-07 1.09121 0.0419936 1.47e-07 1.44e-07 0.000568048
0.422 0.00214238 0.0740391 3.08e-07 1.09219 0.041549 1.31e-07 1.79e-07 0.000556735
0.423 0.00214238 0.0740391 3.45e-07 1.0886 0.0418121 1.31e-07 1.32e-07 0.000568648
0.424 0.00214238 0.0740391 2.39e-07 1.09052 0.0420585 1.27e-07 1.81e-07 0.00055696
0.425 0.00214238 0.0740391 3.18e-07 1.09171 0.0484836 1.35e-07 1.3e-07 0.000566045
0.426 0.00214238 0.0740391 2.89e-07 1.08827 0.0461995 1.32e-07 1.31e-07 0.00056563
0.427 0.00214238 0.0740391 3.58e-07 1.08869 0.0418388 1.52e-07 1.31e-07 0.000564612
0.428 0.00214238 0.0740391 3.07e-07 1.08957 0.0437313 1.39e-07 1.47e-07 0.000552897
0.429 0.00214238 0.0740391 2.55e-07 1.09064 0.042334 1.36e-07 1.36e-07 0.000570121
0.43 0.00214238 0.0740391 3.2e-07 1.09227 0.042131 1.26e-07 1.25e-07 0.000565651
0.431 0.00214238 0.0740391 3.34e-07 1.09477 0.0420568 1.83e-07 1.38e-07 0.000609577
0.432 0.00214238 0.0740391 3.08e-07 1.09583 0.0462788 1.32e-07 1.32e-07 0.000566033
0.433 0.00214238 0.0740391 3.03e-07 1.09303 0.0419702 1.38e-07 1.45e-07 0.000566995
0.434 0.00214238 0.0740391 3.09e-07 1.09519 0.0440583 1.28e-07 1.2e-07 0.00056462
0.435 0.00214238 0.0740391 4.02e-07 1.09404 0.0419345 1.4e-07 1.28e-07 0.000554851
0.436 0.00214238 0.0740391 3.09e-07 1.0934 0.0416966 1.53e-07 1.31e-07 0.000564052
0.437 0.00214238 0.0740391 3.01e-07 1.09218 0.0437611 1.35e-07 1.21e-07 0.000553364
0.438 0.00214238 0.0740391 3.04e-07 1.09373 0.0434331 1.26e-07 1.33e-07 0.000567511
0.439 0.00214238 0.0740391 3.96e-07 1.09423 0.0441431 1.22e-07 1.33e-07 0.000565023
0.44 0.00214238 0.0740391 3.86e-07 1.09961 0.0419881 1.32e-07 1.38e-07 0.00055294
0.441 0.00214238 0.0740391 2.98e-07 1.10188 0.0437275 1.74e-07 1.37e-07 0.000554041
0.442 0.00214238 0.0740391 3.17e-07 1.10036 0.0489057 1.25e-07 1.77e-07 0.000555863
0.443 0.00214238 0.0740391 2.8e-07 1.09838 0.0417764 1.32e-07 1.78e-07 0.000551571
0.444 0.00214238 0.0740391 2.84e-07 1.10025 0.0441504 1.35e-07 1.23e-07 0.000552169
0.445 0.00214238 0.0740391 2.94e-07 1.10039 0.0420696 1.93e-07 1.39e-07 0.000564041
0.446 0.00214238 0.0740391 2.83e-07 1.10031 0.0429411 1.35e-07 1.39e-07 0.000564986
0.447 0.00214238 0.0740391 3.25e-07 1.10703 0.0421737 1.84e-07 1.39e-07 0.000562642
0.448 0.00214238 0.0740391 3.33e-07 1.12949 0.0421509 1.9e-07 1.4e-07 0.0005629
0.449 0.00214238 0.0740391 3.14e-07 1.10834 0.042303 1.56e-07 1.4e-07 0.000561945
0.45 0.00214238 0.0740391 3.26e-07 1.12285 0.042282 1.28e-07 1.5e-07 0.000562855
0.451 0.00214238 0.0740391 2.95e-07 1.10651 0.0442517 1.21e-07 1.31e-07 0.000562114
0.452 0.00214238 0.0740391 3.51e-07 1.11644 0.0422277 1.31e-07 1.29e-07 0.000550618
0.453 0.00214238 0.0740391 3.43e-07 1.11147 0.0430323 1.32e-07 1.35e-07 0.000564092
0.454 0.00214238 0.0740391 3.98e-07 1.11319 0.0425024 1.82e-07 1.34e-07 0.000560581
0.455 0.00214238 0.0740391 3.27e-07 1.11842 0.0425508 1.31e-07 1.42e-07 0.000549235
0.456 0.00214238 0.0740391 2.93e-07 1.11527 0.0423112 1.4e-07 1.28e-07 0.000544962
0.457 0.00214238 0.0740391 3.14e-07 1.11744 0.0423214 1.32e-07 1.8e-07 0.000556647
0.458 0.00214238 0.0740391 4.89e-07 1.11824 0.0424371 1.89e-07 1.39e-07 0.000558691
0.459 0.00214238 0.0740391 2.53e-07 1.12061 0.0445958 1.34e-07 1.49e-07 0.000557154
0.46 0.00214238 0.0740391 2.96e-07 1.1179 0.051359 1.32e-07 1.93e-07 0.000563594
0.461 0.00214238 0.0740391 2.23e-07 1.11822 0.0429015 1.43e-07 1.34e-07 0.000588466
0.462 0.00214238 0.0740391 2.57e-07 1.12204 0.0422371 1.31e-07 1.28e-07 0.00054277
0.463 0.00214238 0.0740391 4.11e-07 1.11477 0.0426772 1.4e-07 1.87e-07 0.000554476
0.464 0.00214238 0.0740391 3.2e-07 1.12367 0.0426001 1.28e-07 1.38e-07 0.000552764
0.465 0.00214238 0.0740391 2.73e-07 1.12532 0.0426178 1.36e-07 1.34e-07 0.000554627
0.466 0.00214238 0.0740391 3.45e-07 1.12367 0.0447903 1.29e-07 1.26e-07 0.00055592
0.467 0.00214238 0.0740391 2.83e-07 1.12584 0.0473583 1.32e-07 1.87e-07 0.000553363
0.468 0.00214238 0.0740391 2.72e-07 1.10858 0.0415498 1.33e-07 1.24e-07 0.00053907
0.469 0.00214238 0.0740391 2.65e-07 1.10941 0.0456917 1.24e-07 1.67e-07 0.000541277
0.47 0.00214238 0.0740391 2.93e-07 1.11129 0.0455905 1.17e-07 1.83e-07 0.000538338
0.471 0.00214238 0.0740391 2.74e-07 1.11215 0.0479179 1.74e-07 1.33e-07 0.000538831
0.472 0.00214238 0.0740391 3.35e-07 1.11016 0.0416148 1.23e-07 1.34e-07 0.000538202
0.473 0.00214238 0.0740391 4.16e-07 1.11033 0.0477639 1.25e-07 1.49e-07 0.000539757
0.474 0.00214238 0.0740391 2.77e-07 1.11347 0.0427401 1.37e-07 1.36e-07 0.000623823
0.475 0.00214238 0.0740391 2.77e-07 1.1147 0.0437822 1.34e-07 1.24e-07 0.000537521
0.476 0.00214238 0.0740391 3.66e-07 1.11416 0.0438239 1.79e-07 1.28e-07 0.000538113
0.477 0.00214238 0.0740391 2.8e-07 1.11943 0.0424171 1.3e-07 1.22e-07 0.000539264
0.478 0.00214238 0.0740391 3.73e-07 1.12272 0.041681 1.49e-07 1.29e-07 0.000536849
0.479 0.00214238 0.0740391 2.77e-07 1.12347 0.0435982 1.28e-07 1.24e-07 0.000578044
0.48 0.00214238 0.0740391 2.76e-07 1.12537 0.0418593 1.44e-07 1.29e-07 0.000536866
0.481 0.00214238 0.0740391 2.42e-07 1.12092 0.0424006 1.92e-07 1.41e-07 0.000536602
0.482 0.00214238 0.0740391 2.9e-07 1.11993 0.0418215 1.35e-07 1.33e-07 0.00053576
0.483 0.00214238 0.0740391 3.47e-07 1.15234 0.0451591 1.3e-07 1.27e-07 0.000534988
0.484 0.00214238 0.0740391 2.9e-07 1.14594 0.0427652 1.28e-07 1.41e-07 0.000536645
0.485 0.00214238 0.0740391 2.82e-07 1.14788 0.0427521 1.26e-07 1.32e-07 0.000535085
0.486 0.00214238 0.0740391 2.84e-07 1.15013 0.0428384 1.23e-07 1.45e-07 0.000534892
0.487 0.00214238 0.0740391 3.3e-07 1.1523 0.0433284 1.25e-07 1.25e-07 0.000535583
0.488 0.00214238 0.0740391 2.62e-07 1.15408 0.0430704 1.36e-07 1.26e-07 0.000536958
0.489 0.00214238 0.0740391 2.89e-07 1.15169 0.0430208 1.8e-07 1.31e-07 0.000534459
0.49 0.00214238 0.0740391 3.1e-07 1.15527 0.0429546 1.24e-07 1.29e-07 0.000575361
0.491 0.00214238 0.0740391 3.6e-07 1.15744 0.0431085 1.29e-07 1.29e-07 0.00053703
0.492 0.00214238 0.0740391 2.87e-07 1.15623 0.0470905 1.31e-07 1.29e-07 0.000535626
0.493 0.00214238 0.0740391 3.39e-07 1.15956 0.0480873 1.27e-07 1.32e-07 0.000548222
0.494 0.00214238 0.0740391 4.1e-07 1.166 0.0473553 1.29e-07 1.29e-07 0.000537158
0.495 0.00214238 0.0740391 3.12e-07 1.16076 0.0471141 1.29e-07 1.89e-07 0.000535459
0.496 0.00214238 0.0740391 2.47e-07 1.16265 0.0451183 1.24e-07 1.28e-07 0.000537247
0.497 0.00214238 0.0740391 3.35e-07 1.16593 0.0452202 1.24e-07 1.28e-07 0.000535592
0.498 0.00214238 0.0740391 3.5e-07 1.16828 0.0453494 1.19e-07 1.31e-07 0.000534182
0.499 0.00214238 0.0740391 2.33e-07 1.16539 0.045627 1.33e-07 1.27e-07 0.000533199
0.5 0.00214238 0.0740391 2.77e-07 1.16609 0.0432099 1.21e-07 1.51e-07 0.000532931
0.501 0.00214238 0.0740391 3.83e-07 1.166 0.0430535 1.78e-07 1.4e-07 0.000534445
0.502 0.00214238 0.0740391 3.17e-07 1.16626 0.0437712 1.45e-07 1.33e-07 0.000534269
0.503 0.00214238 0.0740391 3.04e-07 1.17087 0.0474495 1.25e-07 1.83e-07 0.000533615
0.504 0.00214238 0.0740391 9.9e-07 1.19007 0.0433406 1.29e-07 1.47e-07 0.000532955
0.505 0.00214238 0.0740391 2.81e-07 1.16969 0.0432303 1.27e-07 1.32e-07 0.000534761
0.506 0.00214238 0.0740391 2.88e-07 1.17019 0.0431325 1.29e-07 1.78e-07 0.000531344
0.507 0.00214238 0.0740391 3.34e-07 1.17364 0.0437218 1.25e-07 1.84e-07 0.000533154
0.508 0.00214238 0.0740391 3.18e-07 1.17262 0.0431135 1.36e-07 1.23e-07 0.000531618
0.509 0.00214238 0.0740391 2.9e-07 1.17194 0.0454733 1.36e-07 1.33e-07 0.000533012
0.51 0.00214238 0.0740391 3.04e-07 1.17433 0.0456086 1.38e-07 1.28e-07 0.000534421
0.511 0.00214238 0.0740391 2.88e-07 1.17385 0.0460832 1.37e-07 1.42e-07 0.000536208
0.512 0.00214238 0.0740391 2.39e-07 1.17459 0.0433302 1.3e-07 1.45e-07 0.000533014
0.513 0.00214238 0.0740391 2.71e-07 1.17345 0.0433075 1.28e-07 1.24e-07 0.000533437
0.514 0.00214238 0.0740391 3e-07 1.17412 0.0433758 1.38e-07 1.28e-07 0.000531779
0.515 0.00214238 0.0740391 2.48e-07 1.17441 0.0431518 1.44e-07 1.23e-07 0.000532465
0.516 0.00214238 0.0740391 2.56e-07 1.18854 0.0433447 1.85e-07 1.38e-07 0.000533729
0.517 0.00214238 0.0740391 3.14e-07 1.17698 0.0432333 1.29e-07 1.37e-07 0.00053242
0.518 0.00214238 0.0740391 3.35e-07 1.17807 0.0431356 1.29e-07 1.29e-07 0.000533411
0.519 0.00214238 0.0740391 2.83e-07 1.1834 0.0478352 1.31e-07 1.24e-07 0.000534048
0.52 0.00214238 0.0740391 3.15e-07 1.18459 0.0482104 1.34e-07 1.42e-07 0.000569055
0.521 0.00214238 0.0740391 4.1e-07 1.18625 0.0435061 1.43e-07 1.28e-07 0.00053097
0.522 0.00214238 0.0740391 3.45e-07 1.18101 0.0434572 1.3e-07 1.24e-07 0.000534164
0.523 0.00214238 0.0740391 2.97e-07 1.18573 0.0435689 1.37e-07 1.29e-07 0.000535521
0.524 0.00214238 0.0740391 3.07e-07 1.18604 0.0461013 1.42e-07 1.82e-07 0.000535309
0.525 0.00214238 0.0740391 2.86e-07 1.18208 0.0476883 1.31e-07 1.29e-07 0.00053431
0.526 0.00214238 0.0740391 2.89e-07 1.18551 0.0454544 1.31e-07 1.83e-07 0.000536469
0.527 0.00214238 0.0740391 2.91e-07 1.18391 0.0437575 1.4e-07 1.53e-07 0.000531561
0.528 0.00214238 0.0740391 2.47e-07 1.18268 0.0433901 1.32e-07 1.29e-07 0.000533591
0.529 0.00214238 0.0740391 3.08e-07 1.1893 0.0445315 1.38e-07 1.32e-07 0.000544024
0.53 0.00214238 0.0740391 3.43e-07 1.1884 0.0435034 1.3e-07 1.41e-07 0.000533941
0.531 0.00214238 0.0740391 2.69e-07 1.18425 0.0434446 1.34e-07 1.77e-07 0.000533731
0.532 0.00214238 0.0740391 2.55e-07 1.18847 0.0455593 1.36e-07 1.18e-07 0.000532517
0.533 0.00214238 0.0740391 2.5e-07 1.18771 0.0498111 1.79e-07 1.31e-07 0.000533425
0.534 0.00214238 0.0740391 3.02e-07 1.18799 0.0500717 1.32e-07 1.3e-07 0.000532906
0.535 0.00214238 0.0740391 3.05e-07 1.19232 0.0458188 1.36e-07 1.42e-07 0.000531117
0.536 0.00214238 0.0740391 2.83e-07 1.19031 0.0437788 1.18e-07 1.28e-07 0.000531447
0.537 0.00214238 0.0740391 5.93e-07 1.19154 0.0441782 1.24e-07 1.37e-07 0.000533861
0.538 0.00214238 0.0740391 3.42e-07 1.19805 0.0440287 1.82e-07 1.36e-07 0.00053209
0.539 0.00214238 0.0740391 1.083e-06 1.2092 0.0443707 1.28e-07 1.28e-07 0.000531011
0.54 0.00214238 0.0740391 2.95e-07 1.20009 0.0441261 1.26e-07 1.84e-07 0.000533997
0.541 0.00214238 0.0740391 2.81e-07 1.2007 0.0448407 1.38e-07 1.28e-07 0.000533876
0.542 0.00214238 0.0740391 2.99e-07 1.20493 0.0465265 1.34e-07 1.34e-07 0.000574669
0.543 0.00214238 0.0740391 5.04e-07 1.19844 0.0503575 1.37e-07 1.27e-07 0.000535006
0.544 0.00214238 0.0740391 2.66e-07 1.20534 0.0525638 1.31e-07 1.43e-07 0.000533533
0.545 0.00214238 0.0740391 2.94e-07 1.20798 0.0451455 1.4e-07 1.78e-07 0.000534181
0.546 0.00214238 0.0740391 3.36e-07 1.21032 0.0442878 1.26e-07 1.38e-07 0.00053183
0.547 0.00214238 0.0740391 4.69e-07 1.20991 0.0444439 1.38e-07 1.83e-07 0.000529963
0.548 0.00214238 0.0740391 2.86e-07 1.21371 0.0442346 1.26e-07 1.44e-07 0.000530845
0.549 0.00214238 0.0740391 3.1e-07 1.21155 0.0444666 1.26e-07 1.3e-07 0.000531351
0.55 0.00214238 0.0740391 3.25e-07 1.2136 0.0441823 1.84e-07 1.36e-07 0.000530257
0.551 0.00214238 0.0740391 2.94e-07 1.21701 0.0441419 1.31e-07 1.28e-07 0.000530322
0.552 0.00214238 0.0740391 6.73e-07 1.2146 0.0441599 1.33e-07 1.44e-07 0.00053048
0.553 0.00214238 0.0740391 2.95e-07 1.21562 0.0443132 1.31e-07 1.43e-07 0.000532647
0.554 0.00214238 0.0740391 3.01e-07 1.21535 0.0442489 1.36e-07 1.29e-07 0.000531572
0.555 0.00214238 0.0740391 3.9e-07 1.21442 0.0442317 1.32e-07 1.27e-07 0.000532168
0.556 0.00214238 0.0740391 4.68e-07 1.21494 0.0482766 1.29e-07 1.29e-07 0.000531042
0.557 0.00214238 0.0740391 2.29e-07 1.21564 0.0464837 1.38e-07 1.33e-07 0.000532034
0.558 0.00214238 0.0740391 3.24e-07 1.21471 0.0444338 1.87e-07 1.28e-07 0.000531319
0.559 0.00214238 0.0740391 3.69e-07 1.22343 0.0447791 1.31e-07 1.8e-07 0.000531239
0.56 0.00214238 0.0740391 5.06e-07 1.2252 0.0506853 1.29e-07 1.27e-07 0.000532019
0.561 0.00214238 0.0740391 3.3e-07 1.22481 0.0446423 1.27e-07 1.86e-07 0.000533093
0.562 0.00214238 0.0740391 2.77e-07 1.22543 0.0446821 1.8e-07 1.39e-07 0.000532688
0.563 0.00214238 0.0740391 2.77e-07 1.22533 0.044563 1.79e-07 1.39e-07 0.000531188
0.564 0.00214238 0.0740391 4.71e-07 1.22086 0.0450127 1.38e-07 1.91e-07 0.000532466
0.565 0.00214238 0.0740391 3.08e-07 1.228 0.0488638 1.32e-07 1.26e-07 0.00053131
0.566 0.00214238 0.0740391 3.24e-07 1.23605 0.045008 1.31e-07 1.3e-07 0.000529193
0.567 0.00214238 0.0740391 2.86e-07 1.24177 0.0450967 1.3e-07 1.29e-07 0.000573804
0.568 0.00214238 0.0740391 3.31e-07 1.24266 0.0451717 1.32e-07 1.29e-07 0.000532415
0.569 0.00214238 0.0740391 2.83e-07 1.23734 0.0470429 1.89e-07 1.35e-07 0.000530777
0.57 0.00214238 0.0740391 4.51e-07 1.23747 0.0450516 1.32e-07 1.26e-07 0.000530331
0.571 0.00214238 0.0740391 2.81e-07 1.24128 0.0451742 1.25e-07 1.29e-07 0.000532421
0.572 0.00214238 0.0740391 4.06e-07 1.24301 0.0450198 1.31e-07 1.45e-07 0.000531967
0.573 0.00214238 0.0740391 2.62e-07 1.24187 0.0454197 1.32e-07 1.79e-07 0.000531818
0.574 0.00214238 0.0740391 3.74e-07 1.24221 0.045344 1.43e-07 1.26e-07 0.00053075
0.575 0.00214238 0.0740391 3.35e-07 1.24265 0.0451379 1.34e-07 1.26e-07 0.000533042
0.576 0.00214238 0.0740391 3.38e-07 1.24088 0.0451764 1.36e-07 1.24e-07 0.000529736
0.577 0.00214238 0.0740391 3.32e-07 1.24171 0.0532466 1.87e-07 1.38e-07 0.000530712
0.578 0.00214238 0.0740391 3.64e-07 1.24283 0.0474329 1.81e-07 1.36e-07 0.000531443
0.579 0.00214238 0.0740391 2.46e-07 1.24674 0.0451219 1.37e-07 1.38e-07 0.000530956
0.58 0.00214238 0.0740391 3.53e-07 1.2473 0.0450057 1.83e-07 1.35e-07 0.000531397
0.581 0.00214238 0.0740391 3.34e-07 1.24814 0.0459751 1.39e-07 1.4e-07 0.000536297
0.582 0.00214238 0.0740391 3.63e-07 1.24641 0.0451666 1.33e-07 1.46e-07 0.00053139
0.583 0.00214238 0.0740391 3.04e-07 1.24637 0.0473095 1.3e-07 1.36e-07 0.000531301
0.584 0.00214238 0.0740391 3.03e-07 1.24532 0.0450686 1.83e-07 1.32e-07 0.000532857
0.585 0.00214238 0.0740391 2.99e-07 1.24965 0.0451489 1.31e-07 1.28e-07 0.000531762
0.586 0.00214238 0.0740391 3.15e-07 1.24652 0.0451 1.85e-07 1.32e-07 0.000530344
0.587 0.00214238 0.0740391 4.72e-07 1.24789 0.0451065 1.44e-07 1.48e-07 0.000529488
0.588 0.00214238 0.0740391 2.63e-07 1.24844 0.0451974 1.81e-07 1.29e-07 0.000533219
0.589 0.00214238 0.0740391 2.62e-07 1.25413 0.0453845 1.9e-07 1.29e-07 0.000531722
0.59 0.00214238 0.0740391 3.12e-07 1.25106 0.0452439 1.36e-07 1.34e-07 0.000531718
0.591 0.00214238 0.0740391 3.88e-07 1.25024 0.0471652 1.94e-07 1.28e-07 0.000531416
0.592 0.00214238 0.0740391 2.83e-07 1.25019 0.0453415 1.38e-07 1.29e-07 0.000530851
0.593 0.00214238 0.0740391 3.39e-07 1.25137 0.0453257 1.26e-07 1.25e-07 0.000531013
0.594 0.00214238 0.0740391 2.63e-07 1.25156 0.0452263 1.38e-07 1.28e-07 0.000530097
0.595 0.00214238 0.0740391 3.25e-07 1.25246 0.0451867 1.33e-07 1.31e-07 0.00053313
0.596 0.00214238 0.0740391 2.8e-07 1.25166 0.0451151 1.88e-07 1.4e-07 0.000531603
0.597 0.00214238 0.0740391 2.88e-07 1.24975 0.0452817 1.3e-07 1.31e-07 0.00053208
0.598 0.00214238 0.0740391 2.56e-07 1.25374 0.0474234 1.25e-07 1.4e-07 0.000530367
0.599 0.00214238 0.0740391 2.48e-07 1.2513 0.0453912 1.31e-07 1.46e-07 0.000532192
0.6 0.00214238 0.0740391 2.81e-07 1.25059 0.0450894 1.28e-07 1.31e-07 0.000531204
0.601 0.00214238 0.0740391 3.42e-07 1.25126 0.0453531 1.25e-07 1.24e-07 0.000530769
0.602 0.00214238 0.0740391 3.33e-07 1.25203 0.0475145 1.41e-07 1.28e-07 0.000532988
0.603 0.00214238 0.0740391 4.79e-07 1.25302 0.0453007 1.31e-07 1.83e-07 0.00052993
0.604 0.00214238 0.0740391 3.34e-07 1.25422 0.0450551 1.53e-07 1.25e-07 0.000532199
0.605 0.00214238 0.0740391 3.1e-07 1.28343 0.0452889 1.91e-07 1.32e-07 0.000531091
0.606 0.00214238 0.0740391 3.32e-07 1.25571 0.0453051 1.42e-07 1.27e-07 0.000531644
0.607 0.00214238 0.0740391 5.96e-07 1.25574 0.0450794 1.48e-07 1.28e-07 0.000531715
0.608 0.00214238 0.0740391 3.21e-07 1.25544 0.0454822 1.29e-07 1.29e-07 0.000532134
0.609 0.00214238 0.0740391 2.5e-07 1.25895 0.0454012 1.29e-07 1.21e-07 0.000532432
0.61 0.00214238 0.0740391 3.85e-07 1.26233 0.0455767 1.3e-07 1.3e-07 0.000532195
