Dc(%) Dc(distance) dPTime matrixTime localdensityTime relativedistanceTime ccidentificationTime clusterassignTime
30.5 0.330072 0.00095182 0.121876 0.0180222 0.0261505 0.000853477 5.4495e-05
30.6 0.330763 0.00095182 0.121876 0.0180772 0.026293 0.000885174 5.4965e-05
30.7 0.331407 0.00095182 0.121876 0.0181302 0.0259806 0.000876882 5.4602e-05
30.8 0.332115 0.00095182 0.121876 0.0181415 0.0261711 0.000860412 5.5435e-05
30.9 0.33279 0.00095182 0.121876 0.0181339 0.0265164 0.00086351 5.4554e-05
31 0.333478 0.00095182 0.121876 0.0181325 0.0260555 0.000930821 5.4719e-05
31.1 0.33417 0.00095182 0.121876 0.0181895 0.0263637 0.00085421 6.6751e-05
31.2 0.334851 0.00095182 0.121876 0.0182783 0.0261512 0.000844015 5.484e-05
31.3 0.335531 0.00095182 0.121876 0.0188987 0.0271661 0.000866618 5.4726e-05
31.4 0.336206 0.00095182 0.121876 0.0182747 0.0263872 0.000858533 5.5035e-05
31.5 0.336904 0.00095182 0.121876 0.018383 0.0265382 0.000840304 5.457e-05
31.6 0.337583 0.00095182 0.121876 0.0183132 0.0261963 0.000858219 5.4953e-05
31.7 0.338251 0.00095182 0.121876 0.0183457 0.0264279 0.000850807 5.4688e-05
31.8 0.338938 0.00095182 0.121876 0.0183693 0.0263167 0.00088347 5.4907e-05
31.9 0.339604 0.00095182 0.121876 0.018393 0.0260416 0.000847681 5.4553e-05
32 0.34029 0.00095182 0.121876 0.0183783 0.0261668 0.000888768 5.4797e-05
32.1 0.340949 0.00095182 0.121876 0.0183972 0.02653 0.000869099 5.4575e-05
32.2 0.3416 0.00095182 0.121876 0.0185246 0.0264279 0.000861501 5.5033e-05
32.3 0.342298 0.00095182 0.121876 0.0184999 0.0269035 0.000864288 7.0567e-05
32.4 0.34296 0.00095182 0.121876 0.0186017 0.0266838 0.000869081 5.4392e-05
32.5 0.34361 0.00095182 0.121876 0.0185247 0.0265882 0.000878034 5.4992e-05
32.6 0.344294 0.00095182 0.121876 0.0186893 0.026445 0.000866191 5.4458e-05
32.7 0.344955 0.00095182 0.121876 0.0185606 0.0264526 0.000874274 5.5201e-05
32.8 0.345611 0.00095182 0.121876 0.0187133 0.0265301 0.00087157 5.4309e-05
32.9 0.346259 0.00095182 0.121876 0.0186724 0.0264687 0.000891672 5.4553e-05
33 0.346919 0.00095182 0.121876 0.0186798 0.0266008 0.000890104 5.4866e-05
33.1 0.347572 0.00095182 0.121876 0.0188167 0.0266827 0.000907403 5.4335e-05
33.2 0.348249 0.00095182 0.121876 0.0187343 0.0264719 0.000882304 5.4945e-05
33.3 0.348941 0.00095182 0.121876 0.0187813 0.0263342 0.000960195 6.9707e-05
33.4 0.349627 0.00095182 0.121876 0.0189133 0.0269103 0.000856507 5.5812e-05
33.5 0.350282 0.00095182 0.121876 0.0189909 0.0266997 0.00087999 5.4638e-05
33.6 0.350978 0.00095182 0.121876 0.018834 0.0265512 0.000890004 5.4601e-05
33.7 0.35159 0.00095182 0.121876 0.0188053 0.0265131 0.000856508 5.4888e-05
33.8 0.352239 0.00095182 0.121876 0.0188475 0.0264867 0.000868099 5.4937e-05
33.9 0.352905 0.00095182 0.121876 0.0188857 0.026709 0.000878379 5.4183e-05
34 0.353573 0.00095182 0.121876 0.0189591 0.0262872 0.00084759 5.4238e-05
34.1 0.354251 0.00095182 0.121876 0.0188948 0.0263505 0.000847078 6.1327e-05
34.2 0.354935 0.00095182 0.121876 0.0189985 0.026595 0.00087712 5.5005e-05
34.3 0.355598 0.00095182 0.121876 0.0189395 0.0264442 0.000891956 5.458e-05
34.4 0.356261 0.00095182 0.121876 0.019051 0.0269695 0.000854675 5.4268e-05
34.5 0.356897 0.00095182 0.121876 0.0193021 0.0267215 0.000877016 5.4635e-05
34.6 0.357551 0.00095182 0.121876 0.0192 0.0264603 0.000870176 5.4461e-05
34.7 0.358233 0.00095182 0.121876 0.0192704 0.0266356 0.000905751 5.5108e-05
34.8 0.358906 0.00095182 0.121876 0.0190973 0.0265894 0.000868679 5.4553e-05
34.9 0.359578 0.00095182 0.121876 0.0191333 0.0265342 0.000897428 5.4612e-05
35 0.360252 0.00095182 0.121876 0.0191138 0.0266133 0.000876368 5.4721e-05
35.1 0.3609 0.00095182 0.121876 0.0192208 0.0268703 0.000859891 5.4434e-05
35.2 0.361578 0.00095182 0.121876 0.0193146 0.0267066 0.000858006 5.4878e-05
35.3 0.362256 0.00095182 0.121876 0.0192746 0.0266238 0.000871661 5.4636e-05
35.4 0.362884 0.00095182 0.121876 0.0194051 0.0303295 0.000858826 5.4351e-05
35.5 0.363532 0.00095182 0.121876 0.0193035 0.0266864 0.000865333 5.4818e-05
35.6 0.36421 0.00095182 0.121876 0.0192944 0.02698 0.000878938 5.476e-05
35.7 0.36486 0.00095182 0.121876 0.01928 0.0266005 0.000905912 5.456e-05
35.8 0.36551 0.00095182 0.121876 0.0194314 0.0268538 0.000852124 5.4652e-05
35.9 0.366133 0.00095182 0.121876 0.0193652 0.0267084 0.000884029 5.5181e-05
36 0.366779 0.00095182 0.121876 0.0193955 0.0264478 0.000864028 5.457e-05
36.1 0.367428 0.00095182 0.121876 0.0196295 0.0268678 0.000890646 5.4601e-05
36.2 0.368066 0.00095182 0.121876 0.0196278 0.0266446 0.000847709 5.4531e-05
36.3 0.3687 0.00095182 0.121876 0.0195163 0.0269161 0.000855911 5.4767e-05
36.4 0.36935 0.00095182 0.121876 0.0194272 0.0266604 0.000858535 6.7572e-05
36.5 0.370005 0.00095182 0.121876 0.0195081 0.026951 0.000843017 5.4507e-05
36.6 0.370674 0.00095182 0.121876 0.0195133 0.0267219 0.000846521 5.3905e-05
36.7 0.371321 0.00095182 0.121876 0.0195211 0.0265886 0.000892964 5.3734e-05
36.8 0.372001 0.00095182 0.121876 0.0195641 0.0265927 0.000924186 5.4884e-05
36.9 0.372665 0.00095182 0.121876 0.0195649 0.0266923 0.000851009 5.4945e-05
37 0.373327 0.00095182 0.121876 0.0196031 0.0266736 0.000853605 5.4845e-05
37.1 0.373993 0.00095182 0.121876 0.0196367 0.0266084 0.000868091 5.4416e-05
37.2 0.374638 0.00095182 0.121876 0.0196678 0.0265862 0.000892805 5.4091e-05
37.3 0.375291 0.00095182 0.121876 0.0197089 0.0267679 0.000861751 5.4527e-05
37.4 0.375934 0.00095182 0.121876 0.0197787 0.0282165 0.000917594 6.0351e-05
37.5 0.376581 0.00095182 0.121876 0.0201249 0.0274187 0.000851032 5.445e-05
37.6 0.377201 0.00095182 0.121876 0.0197657 0.02696 0.00089213 5.4831e-05
37.7 0.377839 0.00095182 0.121876 0.019799 0.0269351 0.000858349 5.4862e-05
37.8 0.378515 0.00095182 0.121876 0.0197991 0.0269268 0.000913227 5.4502e-05
37.9 0.379139 0.00095182 0.121876 0.0198215 0.0270555 0.000855363 5.5035e-05
38 0.379779 0.00095182 0.121876 0.0198998 0.0267322 0.000868159 5.447e-05
38.1 0.380434 0.00095182 0.121876 0.0198561 0.0269457 0.000856131 5.4466e-05
38.2 0.381058 0.00095182 0.121876 0.019831 0.0269961 0.000861177 5.4515e-05
38.3 0.381683 0.00095182 0.121876 0.0198792 0.0268067 0.000875233 5.4915e-05
38.4 0.382301 0.00095182 0.121876 0.0199031 0.0270089 0.000860301 5.5027e-05
38.5 0.382916 0.00095182 0.121876 0.0199542 0.0270269 0.000849076 5.526e-05
38.6 0.383534 0.00095182 0.121876 0.019949 0.0268641 0.000850034 5.4849e-05
38.7 0.384161 0.00095182 0.121876 0.0199566 0.0268014 0.000897227 5.4512e-05
38.8 0.384753 0.00095182 0.121876 0.0199789 0.0273569 0.000883469 5.4946e-05
38.9 0.385385 0.00095182 0.121876 0.0199439 0.0269683 0.000913153 5.5534e-05
39 0.385996 0.00095182 0.121876 0.0200175 0.0269962 0.000848992 5.4632e-05
39.1 0.386635 0.00095182 0.121876 0.0199829 0.0271284 0.000922157 5.4237e-05
39.2 0.387248 0.00095182 0.121876 0.0200611 0.0270389 0.000856178 5.4042e-05
39.3 0.387872 0.00095182 0.121876 0.0200437 0.0268832 0.000912219 5.4685e-05
39.4 0.388478 0.00095182 0.121876 0.0200794 0.0274436 0.000889711 5.524e-05
39.5 0.389084 0.00095182 0.121876 0.0202409 0.027208 0.000872914 5.428e-05
39.6 0.389673 0.00095182 0.121876 0.0201203 0.0269887 0.000866993 5.5069e-05
39.7 0.390254 0.00095182 0.121876 0.0201645 0.0267681 0.000855632 5.4549e-05
39.8 0.390839 0.00095182 0.121876 0.020202 0.0270007 0.000883928 5.4354e-05
39.9 0.391441 0.00095182 0.121876 0.0202412 0.0270522 0.000865301 5.4821e-05
40 0.392023 0.00095182 0.121876 0.0203423 0.0270262 0.000872133 5.3973e-05
40.1 0.39262 0.00095182 0.121876 0.0202037 0.0268048 0.000863668 5.4761e-05
40.2 0.393219 0.00095182 0.121876 0.0202632 0.0268901 0.000848253 5.469e-05
40.3 0.393813 0.00095182 0.121876 0.0202851 0.0272016 0.000872733 5.4829e-05
40.4 0.394415 0.00095182 0.121876 0.0202528 0.026734 0.000877209 5.3995e-05
40.5 0.394991 0.00095182 0.121876 0.0203456 0.0271306 0.000850027 5.4636e-05
40.6 0.395606 0.00095182 0.121876 0.0203217 0.0268941 0.000895644 5.4328e-05
40.7 0.396216 0.00095182 0.121876 0.0203667 0.0268324 0.000873331 5.4733e-05
40.8 0.396797 0.00095182 0.121876 0.0204774 0.0269972 0.000869622 5.4964e-05
40.9 0.397354 0.00095182 0.121876 0.0203703 0.0269742 0.000849156 5.4466e-05
41 0.397969 0.00095182 0.121876 0.0203396 0.0271337 0.000864475 5.5532e-05
41.1 0.398524 0.00095182 0.121876 0.0203991 0.0268671 0.000874003 7.7512e-05
41.2 0.399125 0.00095182 0.121876 0.0203778 0.0275875 0.000853291 5.5084e-05
41.3 0.399695 0.00095182 0.121876 0.0203918 0.0268007 0.000866601 5.4201e-05
41.4 0.400292 0.00095182 0.121876 0.0204237 0.0285789 0.000899845 6.0297e-05
41.5 0.400879 0.00095182 0.121876 0.020583 0.0274744 0.000883294 5.4605e-05
41.6 0.401456 0.00095182 0.121876 0.0204506 0.0273689 0.000873748 5.443e-05
41.7 0.402012 0.00095182 0.121876 0.0204878 0.0271189 0.000889863 5.4272e-05
41.8 0.402573 0.00095182 0.121876 0.0204856 0.0271381 0.000845224 5.4066e-05
41.9 0.403163 0.00095182 0.121876 0.0205345 0.0271444 0.0008626 5.4451e-05
42 0.403709 0.00095182 0.121876 0.0204626 0.0270261 0.000858875 5.516e-05
42.1 0.404279 0.00095182 0.121876 0.0205158 0.0270002 0.000863544 5.4638e-05
42.2 0.404852 0.00095182 0.121876 0.0204953 0.0272448 0.000868501 5.4701e-05
42.3 0.405449 0.00095182 0.121876 0.0205462 0.0268641 0.000922757 5.5022e-05
42.4 0.406004 0.00095182 0.121876 0.0205539 0.0272304 0.00086573 7.1518e-05
42.5 0.406592 0.00095182 0.121876 0.0206335 0.0274743 0.000877354 5.4941e-05
42.6 0.40718 0.00095182 0.121876 0.0205716 0.0272656 0.000902384 5.4592e-05
42.7 0.407723 0.00095182 0.121876 0.0205972 0.0270348 0.000861785 5.4474e-05
42.8 0.408308 0.00095182 0.121876 0.020572 0.0270399 0.000833709 5.4222e-05
42.9 0.4089 0.00095182 0.121876 0.0206084 0.0269688 0.000880116 5.4581e-05
43 0.409474 0.00095182 0.121876 0.0206217 0.0268012 0.000874693 5.4522e-05
43.1 0.410055 0.00095182 0.121876 0.020681 0.0273748 0.000867242 5.4673e-05
43.2 0.410621 0.00095182 0.121876 0.0206803 0.0271366 0.000868274 5.4936e-05
43.3 0.411181 0.00095182 0.121876 0.0207339 0.0270023 0.000853792 5.5154e-05
43.4 0.411759 0.00095182 0.121876 0.020676 0.0329428 0.000857894 5.5126e-05
43.5 0.41233 0.00095182 0.121876 0.0208114 0.027205 0.000857637 5.4666e-05
43.6 0.412893 0.00095182 0.121876 0.020681 0.0275096 0.000865961 5.4906e-05
43.7 0.413455 0.00095182 0.121876 0.0207495 0.0272157 0.000876607 5.4307e-05
43.8 0.413999 0.00095182 0.121876 0.020725 0.0271345 0.000841682 5.4454e-05
43.9 0.414549 0.00095182 0.121876 0.020698 0.0275635 0.000844169 5.4508e-05
44 0.415099 0.00095182 0.121876 0.0207737 0.0274041 0.000870008 5.4772e-05
44.1 0.415668 0.00095182 0.121876 0.0207375 0.0271207 0.000854537 5.4538e-05
44.2 0.416214 0.00095182 0.121876 0.0207597 0.0273857 0.000843706 5.4669e-05
44.3 0.416776 0.00095182 0.121876 0.0208232 0.027498 0.000862068 5.4531e-05
44.4 0.417323 0.00095182 0.121876 0.0208109 0.0273726 0.000856986 5.5133e-05
44.5 0.417859 0.00095182 0.121876 0.0208264 0.0273396 0.000888811 5.5348e-05
44.6 0.418419 0.00095182 0.121876 0.0208361 0.0271432 0.000855917 5.4556e-05
44.7 0.418962 0.00095182 0.121876 0.0208137 0.0274726 0.000862044 5.4289e-05
44.8 0.41953 0.00095182 0.121876 0.0208 0.0273303 0.000856542 6.9282e-05
44.9 0.420076 0.00095182 0.121876 0.0208487 0.027225 0.000901698 5.5174e-05
45 0.420611 0.00095182 0.121876 0.0208188 0.0272719 0.000845844 5.443e-05
45.1 0.421143 0.00095182 0.121876 0.0208099 0.0271886 0.000841724 5.391e-05
45.2 0.421699 0.00095182 0.121876 0.0208637 0.0273202 0.000897251 5.4564e-05
45.3 0.422233 0.00095182 0.121876 0.0208785 0.027425 0.00086479 5.3671e-05
45.4 0.422793 0.00095182 0.121876 0.021281 0.0280106 0.000849563 5.4445e-05
45.5 0.423319 0.00095182 0.121876 0.0208749 0.0273883 0.000878214 5.4568e-05
45.6 0.423875 0.00095182 0.121876 0.0209555 0.0282035 0.000913756 5.3886e-05
45.7 0.424409 0.00095182 0.121876 0.0209372 0.0273911 0.000882046 5.4202e-05
45.8 0.424963 0.00095182 0.121876 0.020912 0.0275337 0.000866946 5.4343e-05
45.9 0.425496 0.00095182 0.121876 0.0209143 0.027317 0.000848532 5.4829e-05
46 0.426061 0.00095182 0.121876 0.0208815 0.0274344 0.000859721 5.4761e-05
46.1 0.426583 0.00095182 0.121876 0.0209136 0.027731 0.000871232 5.5283e-05
46.2 0.427119 0.00095182 0.121876 0.0209418 0.0275107 0.000889703 5.4671e-05
46.3 0.427661 0.00095182 0.121876 0.020908 0.0271738 0.000885602 5.4395e-05
46.4 0.428199 0.00095182 0.121876 0.0208962 0.0273028 0.000866326 5.4301e-05
46.5 0.428743 0.00095182 0.121876 0.0209132 0.0273902 0.000896118 5.4322e-05
46.6 0.42929 0.00095182 0.121876 0.0209255 0.0271916 0.000885711 5.4298e-05
46.7 0.429813 0.00095182 0.121876 0.0209773 0.0275686 0.000881521 5.4441e-05
46.8 0.430323 0.00095182 0.121876 0.0209147 0.0272859 0.000872227 5.4698e-05
46.9 0.430844 0.00095182 0.121876 0.0209305 0.0274284 0.000882153 5.4973e-05
47 0.431388 0.00095182 0.121876 0.0209444 0.0277645 0.00085913 5.4455e-05
47.1 0.431908 0.00095182 0.121876 0.020961 0.0274832 0.000863817 5.5424e-05
47.2 0.432432 0.00095182 0.121876 0.0210272 0.0272993 0.000842453 5.4552e-05
47.3 0.432967 0.00095182 0.121876 0.0210481 0.0314034 0.00089966 5.4618e-05
47.4 0.433533 0.00095182 0.121876 0.0210173 0.0276192 0.000874642 5.4486e-05
47.5 0.434064 0.00095182 0.121876 0.0209782 0.0275674 0.000843546 5.4708e-05
47.6 0.4346 0.00095182 0.121876 0.020956 0.0272168 0.000873065 5.4807e-05
47.7 0.435134 0.00095182 0.121876 0.0209567 0.0275798 0.000892703 5.4745e-05
47.8 0.43567 0.00095182 0.121876 0.0210611 0.0276226 0.000874942 5.4716e-05
47.9 0.436251 0.00095182 0.121876 0.0210044 0.0274285 0.000906499 5.4689e-05
48 0.436768 0.00095182 0.121876 0.0210288 0.0274367 0.000897324 5.4902e-05
48.1 0.437286 0.00095182 0.121876 0.0210348 0.027558 0.000859292 5.5159e-05
48.2 0.437825 0.00095182 0.121876 0.0210606 0.0274711 0.000854005 5.4162e-05
48.3 0.43835 0.00095182 0.121876 0.0210621 0.0276857 0.000878438 5.4531e-05
48.4 0.438874 0.00095182 0.121876 0.0210558 0.0272641 0.000881451 5.4759e-05
48.5 0.439393 0.00095182 0.121876 0.0210192 0.0272036 0.00087917 5.4041e-05
48.6 0.439926 0.00095182 0.121876 0.0209802 0.0272131 0.000898341 5.4412e-05
48.7 0.440475 0.00095182 0.121876 0.0209936 0.0273689 0.000894548 5.4379e-05
48.8 0.441035 0.00095182 0.121876 0.0209859 0.0271125 0.000845179 5.3676e-05
48.9 0.441577 0.00095182 0.121876 0.0210282 0.0273362 0.000835329 5.3935e-05
49 0.442114 0.00095182 0.121876 0.0209999 0.0274128 0.000858539 5.3685e-05
49.1 0.442674 0.00095182 0.121876 0.0210393 0.0274343 0.000895046 5.4413e-05
49.2 0.443211 0.00095182 0.121876 0.0210181 0.0273668 0.000867205 5.3509e-05
49.3 0.443745 0.00095182 0.121876 0.021583 0.0277415 0.000860005 5.424e-05
49.4 0.444297 0.00095182 0.121876 0.021024 0.0271945 0.000881884 6.6837e-05
49.5 0.444842 0.00095182 0.121876 0.0210579 0.0274509 0.000886316 5.3929e-05
49.6 0.445342 0.00095182 0.121876 0.0210867 0.0274802 0.000875311 5.4592e-05
49.7 0.445877 0.00095182 0.121876 0.0210884 0.0275814 0.000873653 5.3809e-05
49.8 0.446417 0.00095182 0.121876 0.0210148 0.0274139 0.000906784 5.4596e-05
49.9 0.446954 0.00095182 0.121876 0.021025 0.0273899 0.000901653 5.4354e-05
50 0.44747 0.00095182 0.121876 0.0209984 0.027509 0.000846397 5.4659e-05
50.1 0.448044 0.00095182 0.121876 0.0210331 0.0272489 0.000846782 5.5215e-05
50.2 0.448604 0.00095182 0.121876 0.0211025 0.027813 0.000867744 5.5075e-05
50.3 0.449128 0.00095182 0.121876 0.0210989 0.0276124 0.000859275 5.4183e-05
50.4 0.449665 0.00095182 0.121876 0.0210473 0.0274955 0.000871535 5.4952e-05
50.5 0.450207 0.00095182 0.121876 0.0210712 0.0273985 0.000870837 5.4746e-05
50.6 0.450756 0.00095182 0.121876 0.0211092 0.02729 0.000895311 5.4805e-05
50.7 0.451323 0.00095182 0.121876 0.0210478 0.0273165 0.000888619 5.4504e-05
50.8 0.45188 0.00095182 0.121876 0.0209936 0.0272481 0.000876935 5.4202e-05
50.9 0.45243 0.00095182 0.121876 0.0210719 0.027519 0.000898991 5.4302e-05
51 0.452997 0.00095182 0.121876 0.0210866 0.0274323 0.000848934 5.5346e-05
51.1 0.453545 0.00095182 0.121876 0.0211083 0.0273684 0.000850025 5.4331e-05
51.2 0.454118 0.00095182 0.121876 0.021148 0.0293992 0.000879932 5.5142e-05
51.3 0.454659 0.00095182 0.121876 0.0211515 0.0273943 0.000870463 5.4588e-05
51.4 0.455232 0.00095182 0.121876 0.0211609 0.0274002 0.000843743 5.4485e-05
51.5 0.455798 0.00095182 0.121876 0.0210636 0.0273196 0.000858224 5.4323e-05
51.6 0.456385 0.00095182 0.121876 0.0211614 0.0274936 0.000890804 5.4823e-05
51.7 0.456927 0.00095182 0.121876 0.0211098 0.0271436 0.000863237 5.4334e-05
51.8 0.457491 0.00095182 0.121876 0.0210366 0.0273046 0.000872827 5.4829e-05
51.9 0.458077 0.00095182 0.121876 0.0210582 0.0272791 0.000860975 5.4379e-05
52 0.458659 0.00095182 0.121876 0.0210672 0.0275342 0.000849755 5.4863e-05
52.1 0.459224 0.00095182 0.121876 0.0211322 0.0274254 0.00089325 5.4969e-05
52.2 0.459794 0.00095182 0.121876 0.0210831 0.0273307 0.000910249 7.0782e-05
52.3 0.460379 0.00095182 0.121876 0.0212291 0.0274213 0.00088352 5.4332e-05
52.4 0.46096 0.00095182 0.121876 0.0210469 0.0273051 0.000867858 5.4877e-05
52.5 0.461523 0.00095182 0.121876 0.0210603 0.0271252 0.000841906 5.4394e-05
52.6 0.462139 0.00095182 0.121876 0.0210901 0.0273257 0.000875825 5.3922e-05
52.7 0.462728 0.00095182 0.121876 0.0211488 0.0272031 0.000869289 5.4919e-05
52.8 0.46332 0.00095182 0.121876 0.0210801 0.0272389 0.000861063 5.5348e-05
52.9 0.463929 0.00095182 0.121876 0.0210964 0.0271648 0.000847684 5.506e-05
53 0.464492 0.00095182 0.121876 0.0210832 0.02769 0.000872538 5.4461e-05
53.1 0.465126 0.00095182 0.121876 0.0210642 0.0275647 0.000960243 5.6202e-05
53.2 0.465741 0.00095182 0.121876 0.0214506 0.027671 0.000862638 5.5016e-05
53.3 0.466363 0.00095182 0.121876 0.0210364 0.0275207 0.000884123 5.5418e-05
53.4 0.466971 0.00095182 0.121876 0.0209616 0.0272053 0.000863121 5.5156e-05
53.5 0.467608 0.00095182 0.121876 0.0210194 0.0275548 0.000880777 5.4663e-05
53.6 0.468264 0.00095182 0.121876 0.0210239 0.0271411 0.000890541 6.7369e-05
53.7 0.468878 0.00095182 0.121876 0.021204 0.0275118 0.000856355 5.5078e-05
53.8 0.469539 0.00095182 0.121876 0.0210729 0.0272306 0.000868418 5.4125e-05
53.9 0.470146 0.00095182 0.121876 0.0210707 0.0274901 0.000849539 5.4099e-05
54 0.470765 0.00095182 0.121876 0.0210566 0.0269876 0.000902399 5.4465e-05
54.1 0.471373 0.00095182 0.121876 0.0210225 0.0270745 0.000886824 5.4999e-05
54.2 0.472018 0.00095182 0.121876 0.0210306 0.0272046 0.000902063 5.4871e-05
54.3 0.472661 0.00095182 0.121876 0.0210077 0.0273154 0.0008682 5.494e-05
54.4 0.473313 0.00095182 0.121876 0.021014 0.0271645 0.000860138 5.477e-05
54.5 0.473955 0.00095182 0.121876 0.0211056 0.0270245 0.00084922 5.4192e-05
54.6 0.474621 0.00095182 0.121876 0.0210566 0.0271984 0.000884452 5.4447e-05
54.7 0.475243 0.00095182 0.121876 0.0209792 0.0269549 0.000879317 5.4701e-05
54.8 0.475925 0.00095182 0.121876 0.0210023 0.0271747 0.000882087 5.5089e-05
54.9 0.476574 0.00095182 0.121876 0.0210014 0.0270976 0.00089423 5.4187e-05
55 0.477246 0.00095182 0.121876 0.0209999 0.026747 0.000848829 5.3912e-05
55.1 0.477949 0.00095182 0.121876 0.0210208 0.0329871 0.00090872 5.4375e-05
55.2 0.478636 0.00095182 0.121876 0.021052 0.0271093 0.000886591 6.9473e-05
55.3 0.479274 0.00095182 0.121876 0.021093 0.0268312 0.000892289 5.4579e-05
55.4 0.479951 0.00095182 0.121876 0.0209568 0.0269878 0.00087708 5.5506e-05
55.5 0.48064 0.00095182 0.121876 0.0211192 0.0269244 0.000894165 5.433e-05
55.6 0.48128 0.00095182 0.121876 0.0209933 0.0269457 0.000862217 5.4689e-05
55.7 0.481954 0.00095182 0.121876 0.0209961 0.02684 0.000879392 5.4137e-05
55.8 0.48268 0.00095182 0.121876 0.0209911 0.0267292 0.000912706 5.4283e-05
55.9 0.483406 0.00095182 0.121876 0.0209984 0.0268819 0.000869806 5.4841e-05
56 0.484133 0.00095182 0.121876 0.021004 0.0269376 0.000916634 5.4507e-05
56.1 0.484868 0.00095182 0.121876 0.021061 0.0267821 0.000874521 5.432e-05
56.2 0.48561 0.00095182 0.121876 0.0210276 0.0268418 0.000844669 6.011e-05
56.3 0.486357 0.00095182 0.121876 0.0210269 0.0264876 0.000868258 5.4475e-05
56.4 0.487156 0.00095182 0.121876 0.0209877 0.0265494 0.000864651 5.4982e-05
56.5 0.487922 0.00095182 0.121876 0.0210091 0.0266257 0.000875744 5.4572e-05
56.6 0.488686 0.00095182 0.121876 0.0209964 0.0265324 0.000864726 5.4471e-05
56.7 0.489428 0.00095182 0.121876 0.0210547 0.0265363 0.000890714 5.4921e-05
56.8 0.490208 0.00095182 0.121876 0.0210032 0.026621 0.000854053 5.5023e-05
56.9 0.490957 0.00095182 0.121876 0.0210263 0.026348 0.000851439 5.4192e-05
57 0.491743 0.00095182 0.121876 0.0211398 0.0262362 0.000865266 5.4367e-05
57.1 0.492556 0.00095182 0.121876 0.0213338 0.0269886 0.00084115 5.412e-05
57.2 0.493341 0.00095182 0.121876 0.0210231 0.0266144 0.000862559 5.4232e-05
57.3 0.494171 0.00095182 0.121876 0.0210698 0.0265332 0.000880386 5.3938e-05
57.4 0.49498 0.00095182 0.121876 0.0209965 0.0265236 0.000855324 5.4954e-05
57.5 0.495758 0.00095182 0.121876 0.0210569 0.0263719 0.000887591 5.3828e-05
57.6 0.496577 0.00095182 0.121876 0.0210796 0.0265318 0.000853108 5.4316e-05
57.7 0.497399 0.00095182 0.121876 0.0210033 0.0264414 0.000867204 5.4715e-05
57.8 0.49821 0.00095182 0.121876 0.0210339 0.0264131 0.000855646 5.4332e-05
57.9 0.499021 0.00095182 0.121876 0.0210036 0.0261753 0.00090012 5.4333e-05
58 0.499881 0.00095182 0.121876 0.0210356 0.0263629 0.000876131 5.4974e-05
58.1 0.500682 0.00095182 0.121876 0.0210559 0.0265931 0.000896152 5.4415e-05
58.2 0.501522 0.00095182 0.121876 0.0210464 0.026407 0.000880507 5.5564e-05
58.3 0.50237 0.00095182 0.121876 0.0210724 0.0262831 0.000864114 5.4325e-05
58.4 0.503244 0.00095182 0.121876 0.0210039 0.0260449 0.000900063 5.4201e-05
58.5 0.504113 0.00095182 0.121876 0.0209729 0.026227 0.000870385 5.4057e-05
58.6 0.504974 0.00095182 0.121876 0.0209812 0.0262499 0.000856168 5.531e-05
58.7 0.50584 0.00095182 0.121876 0.0209839 0.0262009 0.00084519 5.5075e-05
58.8 0.506685 0.00095182 0.121876 0.0209584 0.0262422 0.000849615 5.4505e-05
58.9 0.507554 0.00095182 0.121876 0.0210295 0.0261624 0.00085772 5.5019e-05
59 0.508436 0.00095182 0.121876 0.0209711 0.0262259 0.000910444 5.4475e-05
59.1 0.509362 0.00095182 0.121876 0.0216521 0.0268366 0.000866265 5.4343e-05
59.2 0.510219 0.00095182 0.121876 0.0210481 0.0263491 0.000860271 5.4265e-05
59.3 0.511099 0.00095182 0.121876 0.0210024 0.0263657 0.000878276 5.4238e-05
59.4 0.511966 0.00095182 0.121876 0.0209884 0.025983 0.000850627 5.4088e-05
59.5 0.512847 0.00095182 0.121876 0.0209273 0.0263146 0.000866368 5.3906e-05
59.6 0.513755 0.00095182 0.121876 0.0209478 0.0261685 0.000925336 5.4855e-05
59.7 0.514628 0.00095182 0.121876 0.020926 0.0262227 0.000869866 5.4125e-05
59.8 0.515509 0.00095182 0.121876 0.020977 0.0261135 0.000942773 5.4652e-05
59.9 0.516438 0.00095182 0.121876 0.0209931 0.0264985 0.000837578 5.4737e-05
60 0.517341 0.00095182 0.121876 0.0210716 0.0262274 0.000881151 5.478e-05
60.1 0.518285 0.00095182 0.121876 0.0209775 0.0263061 0.000848344 5.4741e-05
60.2 0.519194 0.00095182 0.121876 0.020997 0.0261305 0.000886951 5.4582e-05
60.3 0.520096 0.00095182 0.121876 0.021001 0.02626 0.000891784 5.3878e-05
60.4 0.521065 0.00095182 0.121876 0.0210008 0.0259438 0.000882145 5.4639e-05
60.5 0.521996 0.00095182 0.121876 0.0209822 0.0262976 0.00087454 5.4086e-05
60.6 0.522912 0.00095182 0.121876 0.0209931 0.0260771 0.000877531 5.4646e-05
60.7 0.523821 0.00095182 0.121876 0.0210102 0.0263327 0.000857836 5.4516e-05
60.8 0.524749 0.00095182 0.121876 0.0209572 0.0266856 0.00084873 5.4704e-05
60.9 0.525663 0.00095182 0.121876 0.0209617 0.0262363 0.000899034 5.4501e-05
61 0.526614 0.00095182 0.121876 0.0209614 0.0261389 0.000849314 5.4397e-05
