Dc(%) Dc(distance) dPTime matrixTime localdensityTime relativedistanceTime ccidentificationTime clusterassignTime
61.1 0.527529 0.00095182 0.121876 0.0214583 0.0270964 0.000877808 5.5199e-05
61.2 0.528426 0.00095182 0.121876 0.0210099 0.0264309 0.000942281 5.4978e-05
61.3 0.529386 0.00095182 0.121876 0.0210409 0.0281559 0.000924588 5.6565e-05
61.4 0.530362 0.00095182 0.121876 0.0212127 0.0270874 0.000863818 5.4838e-05
61.5 0.531316 0.00095182 0.121876 0.0210387 0.0267427 0.000879593 5.4687e-05
61.6 0.53226 0.00095182 0.121876 0.0210041 0.0265835 0.000886714 5.4673e-05
61.7 0.533211 0.00095182 0.121876 0.0210323 0.0263613 0.000858683 5.4953e-05
61.8 0.534124 0.00095182 0.121876 0.0210606 0.0265541 0.000849915 5.4596e-05
61.9 0.535054 0.00095182 0.121876 0.0210458 0.0267223 0.000877687 5.3689e-05
62 0.535985 0.00095182 0.121876 0.0210422 0.0266973 0.000882333 5.4353e-05
62.1 0.536925 0.00095182 0.121876 0.0210938 0.026712 0.000882432 7.018e-05
62.2 0.537917 0.00095182 0.121876 0.0211106 0.0266399 0.00089753 5.4726e-05
62.3 0.538882 0.00095182 0.121876 0.0210434 0.0264984 0.000894967 5.4787e-05
62.4 0.539784 0.00095182 0.121876 0.0210388 0.0264826 0.000915188 5.501e-05
62.5 0.540694 0.00095182 0.121876 0.0209982 0.0263786 0.000897799 8.1671e-05
62.6 0.541608 0.00095182 0.121876 0.0209323 0.0260512 0.000926474 5.4648e-05
62.7 0.542531 0.00095182 0.121876 0.0209699 0.0265334 0.000877876 5.4165e-05
62.8 0.543387 0.00095182 0.121876 0.020966 0.0265835 0.00086699 5.4671e-05
62.9 0.544295 0.00095182 0.121876 0.020969 0.0264383 0.000861949 5.4538e-05
63 0.54522 0.00095182 0.121876 0.0209178 0.0278282 0.000913473 5.5313e-05
63.1 0.546123 0.00095182 0.121876 0.0209686 0.0266335 0.000879973 5.5348e-05
63.2 0.547084 0.00095182 0.121876 0.0209625 0.0264415 0.000865001 5.4964e-05
63.3 0.548006 0.00095182 0.121876 0.0209847 0.026402 0.000861613 5.541e-05
63.4 0.548937 0.00095182 0.121876 0.0209083 0.0268254 0.000874801 5.4008e-05
63.5 0.549824 0.00095182 0.121876 0.0208845 0.0267535 0.000871043 5.3993e-05
63.6 0.550724 0.00095182 0.121876 0.0209645 0.0263927 0.000889073 5.3876e-05
63.7 0.551593 0.00095182 0.121876 0.0208977 0.026437 0.000876466 5.4818e-05
63.8 0.552514 0.00095182 0.121876 0.0209203 0.0263057 0.000886541 5.4169e-05
63.9 0.553396 0.00095182 0.121876 0.0210014 0.0264405 0.000852359 5.4452e-05
64 0.554313 0.00095182 0.121876 0.020889 0.0266437 0.000938273 5.4463e-05
64.1 0.555188 0.00095182 0.121876 0.0209355 0.0265496 0.000877011 5.3439e-05
64.2 0.556059 0.00095182 0.121876 0.0209144 0.026464 0.000875126 5.479e-05
64.3 0.556962 0.00095182 0.121876 0.0208804 0.0262168 0.000863987 5.4874e-05
64.4 0.557847 0.00095182 0.121876 0.0208689 0.026281 0.000881044 5.4745e-05
64.5 0.558736 0.00095182 0.121876 0.020933 0.0265171 0.000866444 5.529e-05
64.6 0.559657 0.00095182 0.121876 0.0208663 0.0263499 0.000882992 5.4602e-05
64.7 0.560554 0.00095182 0.121876 0.0208747 0.0263872 0.000855649 8.891e-05
64.8 0.561439 0.00095182 0.121876 0.0209164 0.0264091 0.000848744 5.4982e-05
64.9 0.562325 0.00095182 0.121876 0.0208895 0.0265748 0.000862173 5.4968e-05
65 0.563216 0.00095182 0.121876 0.0208533 0.0304246 0.000851092 5.4558e-05
65.1 0.564097 0.00095182 0.121876 0.0209815 0.0264572 0.000862978 5.4643e-05
65.2 0.564952 0.00095182 0.121876 0.0208989 0.0267204 0.000883192 5.4664e-05
65.3 0.565811 0.00095182 0.121876 0.0208669 0.0262527 0.000858171 5.4568e-05
65.4 0.566652 0.00095182 0.121876 0.0208829 0.0265867 0.000883413 5.4636e-05
65.5 0.567462 0.00095182 0.121876 0.0208372 0.0264842 0.000872309 5.4959e-05
65.6 0.568361 0.00095182 0.121876 0.0208227 0.0265348 0.000888574 5.4439e-05
65.7 0.569193 0.00095182 0.121876 0.0208249 0.0266509 0.000860538 5.4721e-05
65.8 0.570083 0.00095182 0.121876 0.0208174 0.0264657 0.000859971 5.5133e-05
65.9 0.570958 0.00095182 0.121876 0.0208125 0.0262586 0.00089211 5.4389e-05
66 0.571765 0.00095182 0.121876 0.0207936 0.0266119 0.000873994 5.4467e-05
66.1 0.572613 0.00095182 0.121876 0.0208234 0.0265852 0.000884964 6.1881e-05
66.2 0.573455 0.00095182 0.121876 0.0208129 0.0264973 0.000895335 5.477e-05
66.3 0.574302 0.00095182 0.121876 0.0207402 0.0274346 0.000861344 5.4386e-05
66.4 0.575154 0.00095182 0.121876 0.0215358 0.0269185 0.000916329 5.4423e-05
66.5 0.576018 0.00095182 0.121876 0.020767 0.0265528 0.000883626 5.4755e-05
66.6 0.576833 0.00095182 0.121876 0.020728 0.0265539 0.000902139 5.429e-05
66.7 0.577663 0.00095182 0.121876 0.0208254 0.0267959 0.000887254 5.3859e-05
66.8 0.578492 0.00095182 0.121876 0.0208658 0.0271943 0.000881013 5.427e-05
66.9 0.579308 0.00095182 0.121876 0.0207758 0.026755 0.00085879 5.4506e-05
67 0.580167 0.00095182 0.121876 0.0209266 0.0313633 0.000930034 5.3579e-05
67.1 0.58097 0.00095182 0.121876 0.0207982 0.0268127 0.000856507 5.4183e-05
67.2 0.581784 0.00095182 0.121876 0.0207404 0.0268053 0.000888052 5.4627e-05
67.3 0.582605 0.00095182 0.121876 0.0207077 0.0266969 0.00087447 5.4712e-05
67.4 0.583469 0.00095182 0.121876 0.0207191 0.0269361 0.000889215 5.4485e-05
67.5 0.584246 0.00095182 0.121876 0.0207439 0.0267801 0.000920722 5.4247e-05
67.6 0.585064 0.00095182 0.121876 0.0206934 0.0266617 0.000882376 5.4281e-05
67.7 0.585852 0.00095182 0.121876 0.0206859 0.0266882 0.000848932 5.4324e-05
67.8 0.58665 0.00095182 0.121876 0.0206897 0.0269058 0.000859804 5.4317e-05
67.9 0.587441 0.00095182 0.121876 0.0206772 0.0267199 0.000858345 5.5407e-05
68 0.588236 0.00095182 0.121876 0.0206926 0.0267949 0.0008681 5.4476e-05
68.1 0.589024 0.00095182 0.121876 0.0206556 0.0265755 0.000854755 5.4819e-05
68.2 0.589804 0.00095182 0.121876 0.0206358 0.0265871 0.000885469 5.4074e-05
68.3 0.590647 0.00095182 0.121876 0.0206037 0.0266505 0.000880117 5.4324e-05
68.4 0.591418 0.00095182 0.121876 0.0205581 0.0264917 0.000852792 5.4181e-05
68.5 0.592234 0.00095182 0.121876 0.0205664 0.0267629 0.000865476 5.4503e-05
68.6 0.592978 0.00095182 0.121876 0.0205576 0.0266439 0.000866355 5.4221e-05
68.7 0.593753 0.00095182 0.121876 0.0205491 0.0265103 0.000884076 5.4779e-05
68.8 0.594509 0.00095182 0.121876 0.0205093 0.0267187 0.000845145 5.4659e-05
68.9 0.59526 0.00095182 0.121876 0.0205809 0.0263746 0.000870133 5.5022e-05
69 0.596019 0.00095182 0.121876 0.0207976 0.0272317 0.000883792 5.4933e-05
69.1 0.596777 0.00095182 0.121876 0.0205184 0.0264758 0.00093281 5.4325e-05
69.2 0.597544 0.00095182 0.121876 0.0205828 0.0266605 0.000900691 5.4772e-05
69.3 0.598294 0.00095182 0.121876 0.0204592 0.0265418 0.000908882 5.4844e-05
69.4 0.599026 0.00095182 0.121876 0.0205271 0.0267184 0.000905952 5.4678e-05
69.5 0.599743 0.00095182 0.121876 0.0205048 0.0266368 0.000918192 5.5132e-05
69.6 0.600471 0.00095182 0.121876 0.0204723 0.0268186 0.00091502 5.4923e-05
69.7 0.601197 0.00095182 0.121876 0.0204097 0.0268331 0.000899715 5.5127e-05
69.8 0.601933 0.00095182 0.121876 0.0204466 0.0267728 0.000862855 5.4787e-05
69.9 0.602669 0.00095182 0.121876 0.0204037 0.0265285 0.000928169 5.4365e-05
70 0.603398 0.00095182 0.121876 0.0204626 0.0268676 0.000840523 5.4566e-05
70.1 0.604117 0.00095182 0.121876 0.0204004 0.0268425 0.000895361 5.4931e-05
70.2 0.604829 0.00095182 0.121876 0.0204347 0.0267974 0.000889886 5.4955e-05
70.3 0.605528 0.00095182 0.121876 0.0203492 0.0272362 0.000870087 5.511e-05
70.4 0.606266 0.00095182 0.121876 0.0204239 0.0270368 0.000868247 5.463e-05
70.5 0.606976 0.00095182 0.121876 0.0203409 0.0268807 0.000867657 5.4831e-05
70.6 0.607657 0.00095182 0.121876 0.0203409 0.0268583 0.000852125 5.4802e-05
70.7 0.608361 0.00095182 0.121876 0.020368 0.0267444 0.00083485 5.4657e-05
70.8 0.609068 0.00095182 0.121876 0.0202985 0.0269947 0.000877171 5.4241e-05
70.9 0.609747 0.00095182 0.121876 0.020333 0.0267027 0.000875918 5.4764e-05
71 0.61045 0.00095182 0.121876 0.0208278 0.0276263 0.000847002 5.4535e-05
71.1 0.611138 0.00095182 0.121876 0.0202743 0.026953 0.000906323 5.5232e-05
71.2 0.611814 0.00095182 0.121876 0.0202949 0.0269242 0.000874589 5.4713e-05
71.3 0.61246 0.00095182 0.121876 0.0203268 0.0269219 0.000897492 5.4767e-05
71.4 0.613143 0.00095182 0.121876 0.0203448 0.027175 0.000863526 5.4238e-05
71.5 0.613805 0.00095182 0.121876 0.0202585 0.0270852 0.000860291 5.451e-05
71.6 0.61448 0.00095182 0.121876 0.0201948 0.0269809 0.00086171 5.4904e-05
71.7 0.61516 0.00095182 0.121876 0.0202682 0.027012 0.000856199 5.4507e-05
71.8 0.61585 0.00095182 0.121876 0.0201732 0.0272591 0.000843409 5.4655e-05
71.9 0.616505 0.00095182 0.121876 0.0201777 0.0269015 0.000845226 5.4671e-05
72 0.617144 0.00095182 0.121876 0.0201369 0.0270464 0.000879797 5.4529e-05
72.1 0.617778 0.00095182 0.121876 0.0201203 0.0270631 0.000839131 5.7085e-05
72.2 0.618446 0.00095182 0.121876 0.0202217 0.0273117 0.000858852 5.4394e-05
72.3 0.619108 0.00095182 0.121876 0.0201226 0.0269705 0.000840543 5.5298e-05
72.4 0.619741 0.00095182 0.121876 0.0201051 0.026785 0.00087527 5.429e-05
72.5 0.620377 0.00095182 0.121876 0.0201229 0.0268881 0.00087761 5.3947e-05
72.6 0.621038 0.00095182 0.121876 0.0200785 0.0269574 0.000922365 5.4645e-05
72.7 0.621709 0.00095182 0.121876 0.0200406 0.0271647 0.000853446 5.4578e-05
72.8 0.622362 0.00095182 0.121876 0.0200254 0.02711 0.000857549 5.4892e-05
72.9 0.623002 0.00095182 0.121876 0.020015 0.0270505 0.000841528 5.487e-05
73 0.623613 0.00095182 0.121876 0.0205436 0.0281114 0.000878711 5.4589e-05
73.1 0.624251 0.00095182 0.121876 0.0199776 0.0269294 0.000864804 5.4218e-05
73.2 0.624887 0.00095182 0.121876 0.0200892 0.026987 0.000895219 5.4704e-05
73.3 0.625514 0.00095182 0.121876 0.0199788 0.0269209 0.000888632 5.5058e-05
73.4 0.626122 0.00095182 0.121876 0.0199956 0.0269619 0.000875901 5.4577e-05
73.5 0.626746 0.00095182 0.121876 0.0200505 0.0271147 0.000853281 5.4168e-05
73.6 0.627367 0.00095182 0.121876 0.0199459 0.0272527 0.000857157 5.4639e-05
73.7 0.627995 0.00095182 0.121876 0.019912 0.0271191 0.000893779 5.4681e-05
73.8 0.628608 0.00095182 0.121876 0.0198881 0.0268941 0.000845506 5.4363e-05
73.9 0.629224 0.00095182 0.121876 0.0199937 0.0272858 0.000884562 5.462e-05
74 0.62983 0.00095182 0.121876 0.0199133 0.027151 0.000877743 5.5054e-05
74.1 0.630465 0.00095182 0.121876 0.0198655 0.027138 0.0008702 5.5038e-05
74.2 0.631086 0.00095182 0.121876 0.0198456 0.0271823 0.000857765 5.4423e-05
74.3 0.631718 0.00095182 0.121876 0.0198152 0.027067 0.000868209 5.3526e-05
74.4 0.632315 0.00095182 0.121876 0.0198357 0.0272455 0.000875845 5.4521e-05
74.5 0.632931 0.00095182 0.121876 0.0198478 0.0271965 0.000870436 5.4213e-05
74.6 0.633543 0.00095182 0.121876 0.0197793 0.0273548 0.000863986 5.4442e-05
74.7 0.634126 0.00095182 0.121876 0.0198843 0.0273947 0.000887315 5.4484e-05
74.8 0.634692 0.00095182 0.121876 0.0198436 0.0272891 0.000877602 5.5101e-05
74.9 0.635275 0.00095182 0.121876 0.0197475 0.0272214 0.000867071 5.4885e-05
75 0.635856 0.00095182 0.121876 0.0200961 0.0276999 0.000874176 5.4693e-05
75.1 0.636436 0.00095182 0.121876 0.0197689 0.0272668 0.000891304 5.4273e-05
75.2 0.63704 0.00095182 0.121876 0.0197874 0.0273175 0.00085622 5.4432e-05
75.3 0.637607 0.00095182 0.121876 0.0197485 0.0271727 0.000926778 5.5012e-05
75.4 0.638187 0.00095182 0.121876 0.0196908 0.0274422 0.000859372 5.4348e-05
75.5 0.63876 0.00095182 0.121876 0.019671 0.02736 0.000890533 5.4551e-05
75.6 0.639337 0.00095182 0.121876 0.0196709 0.0270833 0.000894442 5.4506e-05
75.7 0.639906 0.00095182 0.121876 0.0196738 0.0273641 0.000862323 5.5519e-05
75.8 0.640483 0.00095182 0.121876 0.0196316 0.0277003 0.000883376 5.4513e-05
75.9 0.641062 0.00095182 0.121876 0.0196398 0.0274089 0.000921487 5.4694e-05
76 0.641633 0.00095182 0.121876 0.0196065 0.0271655 0.000873749 5.4533e-05
76.1 0.642165 0.00095182 0.121876 0.0196175 0.0270023 0.000874644 5.4192e-05
76.2 0.642741 0.00095182 0.121876 0.0195489 0.0271676 0.000883605 5.5209e-05
76.3 0.64329 0.00095182 0.121876 0.0195422 0.0271772 0.000863897 5.4536e-05
76.4 0.64386 0.00095182 0.121876 0.0195335 0.0272647 0.000906063 5.4181e-05
76.5 0.644438 0.00095182 0.121876 0.0195201 0.0272748 0.000876643 5.4921e-05
76.6 0.645009 0.00095182 0.121876 0.0195834 0.0273489 0.000854436 5.4822e-05
76.7 0.645577 0.00095182 0.121876 0.0195054 0.0270747 0.000904423 5.4715e-05
76.8 0.646104 0.00095182 0.121876 0.0194871 0.0273489 0.000872413 5.4734e-05
76.9 0.646665 0.00095182 0.121876 0.0195468 0.0274812 0.000958714 5.4614e-05
77 0.647211 0.00095182 0.121876 0.0200514 0.028482 0.000919447 5.4417e-05
77.1 0.647768 0.00095182 0.121876 0.0195618 0.0274748 0.000870584 5.3895e-05
77.2 0.648296 0.00095182 0.121876 0.0194875 0.0273051 0.000906831 5.4154e-05
77.3 0.648834 0.00095182 0.121876 0.0193882 0.0270536 0.00088056 5.3843e-05
77.4 0.649348 0.00095182 0.121876 0.0194832 0.0273615 0.000880106 5.4772e-05
77.5 0.649886 0.00095182 0.121876 0.0195211 0.0276362 0.000903498 5.4106e-05
77.6 0.650373 0.00095182 0.121876 0.0194232 0.0274837 0.000885233 5.4178e-05
77.7 0.650923 0.00095182 0.121876 0.0193532 0.027685 0.000894529 5.4151e-05
77.8 0.65147 0.00095182 0.121876 0.0193461 0.0272679 0.000866214 5.4099e-05
77.9 0.65199 0.00095182 0.121876 0.0193254 0.0272027 0.000874351 5.3532e-05
78 0.652519 0.00095182 0.121876 0.0193329 0.0275397 0.000870967 5.4352e-05
78.1 0.653041 0.00095182 0.121876 0.0192923 0.0274217 0.000871953 5.4293e-05
78.2 0.653545 0.00095182 0.121876 0.0192808 0.027361 0.000897471 5.4156e-05
78.3 0.654057 0.00095182 0.121876 0.0192785 0.0277009 0.000865467 5.4732e-05
78.4 0.654576 0.00095182 0.121876 0.0192905 0.0273915 0.000908505 5.4503e-05
78.5 0.655115 0.00095182 0.121876 0.0192521 0.0272803 0.000860034 5.3589e-05
78.6 0.655621 0.00095182 0.121876 0.019246 0.027852 0.000876389 5.3563e-05
78.7 0.656135 0.00095182 0.121876 0.0192694 0.0274835 0.000867469 5.3639e-05
78.8 0.656689 0.00095182 0.121876 0.0192144 0.0275004 0.000879121 5.3772e-05
78.9 0.657208 0.00095182 0.121876 0.0191844 0.0270571 0.000904163 5.4513e-05
79 0.657729 0.00095182 0.121876 0.0193203 0.0321157 0.000877428 5.3614e-05
79.1 0.658229 0.00095182 0.121876 0.0191671 0.0273252 0.000855515 5.3781e-05
79.2 0.658764 0.00095182 0.121876 0.0191659 0.0273685 0.000866019 5.3949e-05
79.3 0.659297 0.00095182 0.121876 0.0191411 0.0273985 0.000868741 5.4064e-05
79.4 0.65979 0.00095182 0.121876 0.0191915 0.027633 0.000874666 5.4417e-05
79.5 0.660289 0.00095182 0.121876 0.0191073 0.0275093 0.00086095 5.3957e-05
79.6 0.660785 0.00095182 0.121876 0.0190663 0.0276027 0.000906393 5.4066e-05
79.7 0.661295 0.00095182 0.121876 0.0190824 0.0273521 0.000865936 5.4444e-05
79.8 0.661793 0.00095182 0.121876 0.0190695 0.0274699 0.000914286 5.4126e-05
79.9 0.662332 0.00095182 0.121876 0.0190328 0.0273115 0.000884998 8.1574e-05
80 0.662877 0.00095182 0.121876 0.0190613 0.0275755 0.000908575 5.413e-05
80.1 0.663386 0.00095182 0.121876 0.0190545 0.0274582 0.000887557 5.39e-05
80.2 0.663892 0.00095182 0.121876 0.0190058 0.0272133 0.000868127 5.4272e-05
80.3 0.664394 0.00095182 0.121876 0.0189778 0.0274659 0.000867805 5.4643e-05
80.4 0.664911 0.00095182 0.121876 0.0189682 0.0271997 0.00087181 5.3887e-05
80.5 0.665397 0.00095182 0.121876 0.0189499 0.0272631 0.000901061 5.4128e-05
80.6 0.665929 0.00095182 0.121876 0.0189027 0.0274985 0.000859919 5.4805e-05
80.7 0.666475 0.00095182 0.121876 0.0189608 0.027905 0.000902486 5.4716e-05
80.8 0.667007 0.00095182 0.121876 0.0189153 0.0272302 0.000910389 5.403e-05
80.9 0.667526 0.00095182 0.121876 0.0188784 0.0273425 0.000870378 5.4305e-05
81 0.668031 0.00095182 0.121876 0.0189004 0.0294223 0.000858893 5.4206e-05
81.1 0.66854 0.00095182 0.121876 0.0189334 0.027349 0.000878883 5.4431e-05
81.2 0.669043 0.00095182 0.121876 0.0188504 0.0276378 0.000844882 5.4145e-05
81.3 0.669571 0.00095182 0.121876 0.018799 0.0274551 0.0008512 5.4292e-05
81.4 0.670154 0.00095182 0.121876 0.0188138 0.0274522 0.000885168 5.3997e-05
81.5 0.670702 0.00095182 0.121876 0.0188127 0.0273081 0.00085923 5.4517e-05
81.6 0.671223 0.00095182 0.121876 0.0187852 0.0273199 0.000875945 5.3758e-05
81.7 0.671755 0.00095182 0.121876 0.0187699 0.0274024 0.000877215 5.4667e-05
81.8 0.672298 0.00095182 0.121876 0.0187463 0.0274095 0.00086587 5.4692e-05
81.9 0.672833 0.00095182 0.121876 0.0187114 0.0271453 0.000861683 5.478e-05
82 0.673344 0.00095182 0.121876 0.018736 0.0275302 0.000850697 5.4347e-05
82.1 0.673867 0.00095182 0.121876 0.0187026 0.0274761 0.00089021 5.4618e-05
82.2 0.674394 0.00095182 0.121876 0.0187149 0.0290189 0.000886827 7.0737e-05
82.3 0.674939 0.00095182 0.121876 0.0188062 0.0274081 0.000871331 5.4685e-05
82.4 0.675477 0.00095182 0.121876 0.0186623 0.0270201 0.000844444 5.4418e-05
82.5 0.67601 0.00095182 0.121876 0.0186952 0.0273539 0.000883532 5.4516e-05
82.6 0.676543 0.00095182 0.121876 0.0186126 0.0274196 0.000870524 5.4951e-05
82.7 0.677076 0.00095182 0.121876 0.0186182 0.0275918 0.000883315 5.4951e-05
82.8 0.677617 0.00095182 0.121876 0.01866 0.0273781 0.000851828 5.4235e-05
82.9 0.678179 0.00095182 0.121876 0.0185643 0.0272553 0.000871093 5.4209e-05
83 0.678713 0.00095182 0.121876 0.0185738 0.0281952 0.000849501 5.475e-05
83.1 0.679288 0.00095182 0.121876 0.0188394 0.027557 0.00086798 5.4081e-05
83.2 0.679832 0.00095182 0.121876 0.0185459 0.0275481 0.000867912 5.4416e-05
83.3 0.680371 0.00095182 0.121876 0.0185476 0.0274655 0.000839091 5.4757e-05
83.4 0.680922 0.00095182 0.121876 0.0184821 0.0273616 0.000858901 5.4975e-05
83.5 0.681497 0.00095182 0.121876 0.0184987 0.0274167 0.000922994 5.5094e-05
83.6 0.682079 0.00095182 0.121876 0.0185268 0.0272388 0.000868589 5.4962e-05
83.7 0.682671 0.00095182 0.121876 0.0184666 0.0269379 0.000855549 5.4032e-05
83.8 0.683239 0.00095182 0.121876 0.0184961 0.027275 0.000875437 5.5004e-05
83.9 0.683853 0.00095182 0.121876 0.0184198 0.027426 0.000865714 5.4703e-05
84 0.684447 0.00095182 0.121876 0.018406 0.0272917 0.000856331 5.4969e-05
84.1 0.685036 0.00095182 0.121876 0.0183864 0.0271662 0.00087054 5.4612e-05
84.2 0.685647 0.00095182 0.121876 0.0184228 0.0270361 0.000898164 5.4603e-05
84.3 0.686255 0.00095182 0.121876 0.0183768 0.0269763 0.000893031 5.417e-05
84.4 0.68687 0.00095182 0.121876 0.0183581 0.0271723 0.000876555 5.4768e-05
84.5 0.687511 0.00095182 0.121876 0.0183626 0.0270328 0.000861772 5.4437e-05
84.6 0.688131 0.00095182 0.121876 0.0183505 0.0271161 0.000870592 5.4315e-05
84.7 0.688724 0.00095182 0.121876 0.01832 0.0269375 0.000848169 5.4973e-05
84.8 0.689383 0.00095182 0.121876 0.0182976 0.0269147 0.000886564 5.4427e-05
84.9 0.690024 0.00095182 0.121876 0.018249 0.0268604 0.000888598 5.5179e-05
85 0.690645 0.00095182 0.121876 0.0182292 0.0268437 0.000877888 5.4546e-05
85.1 0.691291 0.00095182 0.121876 0.0182729 0.0328305 0.000895331 5.4018e-05
85.2 0.691914 0.00095182 0.121876 0.0183129 0.0270658 0.000923149 6.6665e-05
85.3 0.692561 0.00095182 0.121876 0.0182309 0.0271859 0.000869181 5.4563e-05
85.4 0.693222 0.00095182 0.121876 0.0182036 0.026728 0.000875734 5.4346e-05
85.5 0.693908 0.00095182 0.121876 0.0181864 0.0268304 0.000877884 5.4194e-05
85.6 0.69459 0.00095182 0.121876 0.0182202 0.0266616 0.000922605 5.4749e-05
85.7 0.695288 0.00095182 0.121876 0.0181661 0.0269488 0.000892702 5.4739e-05
85.8 0.695997 0.00095182 0.121876 0.0181781 0.0269021 0.000894402 6.7655e-05
85.9 0.696702 0.00095182 0.121876 0.0181942 0.0268563 0.000906297 5.4097e-05
86 0.697425 0.00095182 0.121876 0.018072 0.0268303 0.000921918 5.3828e-05
86.1 0.698118 0.00095182 0.121876 0.0180926 0.0265973 0.000867942 5.4284e-05
86.2 0.698872 0.00095182 0.121876 0.0180779 0.0265458 0.000876315 5.4294e-05
86.3 0.699583 0.00095182 0.121876 0.0180269 0.0265979 0.000873513 5.3439e-05
86.4 0.700324 0.00095182 0.121876 0.018029 0.0264086 0.000848795 5.3444e-05
86.5 0.701097 0.00095182 0.121876 0.0180147 0.0267262 0.000873792 5.4533e-05
86.6 0.701877 0.00095182 0.121876 0.0180398 0.0263632 0.000888798 5.433e-05
86.7 0.702646 0.00095182 0.121876 0.0180347 0.0262168 0.000877228 5.4767e-05
86.8 0.70345 0.00095182 0.121876 0.0179848 0.0260775 0.00089259 5.4274e-05
86.9 0.704273 0.00095182 0.121876 0.0179675 0.026351 0.000863972 5.4472e-05
87 0.705083 0.00095182 0.121876 0.0179437 0.0270838 0.000869899 5.5125e-05
87.1 0.705924 0.00095182 0.121876 0.017907 0.0259444 0.000880013 5.4793e-05
87.2 0.706811 0.00095182 0.121876 0.0180401 0.0271547 0.000854255 5.4596e-05
87.3 0.707713 0.00095182 0.121876 0.0179273 0.0259006 0.00085645 5.3543e-05
87.4 0.708566 0.00095182 0.121876 0.017908 0.0260065 0.000851255 5.3503e-05
87.5 0.709472 0.00095182 0.121876 0.0178636 0.025801 0.000855005 5.498e-05
87.6 0.710364 0.00095182 0.121876 0.0178957 0.0261047 0.000871908 5.3443e-05
87.7 0.711293 0.00095182 0.121876 0.0178627 0.0257889 0.000844815 5.3366e-05
87.8 0.712221 0.00095182 0.121876 0.0178127 0.0254167 0.000852992 5.4062e-05
87.9 0.713207 0.00095182 0.121876 0.0178817 0.0252277 0.00088021 5.3824e-05
88 0.714245 0.00095182 0.121876 0.0177834 0.025128 0.000862814 5.3738e-05
88.1 0.7153 0.00095182 0.121876 0.0178353 0.0253009 0.000858049 5.3588e-05
88.2 0.716367 0.00095182 0.121876 0.0177421 0.0250236 0.00085476 5.3397e-05
88.3 0.717463 0.00095182 0.121876 0.0177675 0.0251279 0.000879013 5.9854e-05
88.4 0.718616 0.00095182 0.121876 0.0177404 0.0250377 0.00087427 5.4865e-05
88.5 0.71982 0.00095182 0.121876 0.0176965 0.0249317 0.000856523 5.4236e-05
88.6 0.721038 0.00095182 0.121876 0.0177118 0.024586 0.000879226 5.4252e-05
88.7 0.722399 0.00095182 0.121876 0.0176814 0.024627 0.000850983 5.4767e-05
88.8 0.723738 0.00095182 0.121876 0.0176569 0.0244428 0.000869067 5.4519e-05
88.9 0.725102 0.00095182 0.121876 0.0177096 0.0246627 0.00089356 5.4415e-05
89 0.726558 0.00095182 0.121876 0.0176385 0.0245721 0.000851944 5.471e-05
89.1 0.728012 0.00095182 0.121876 0.0176427 0.0247129 0.000964563 5.4773e-05
89.2 0.729516 0.00095182 0.121876 0.0176342 0.0247324 0.000845654 5.4393e-05
89.3 0.731116 0.00095182 0.121876 0.0175811 0.0244967 0.000880842 5.486e-05
89.4 0.732751 0.00095182 0.121876 0.0179581 0.0258756 0.000892492 5.3676e-05
89.5 0.734491 0.00095182 0.121876 0.0175736 0.0245701 0.00087814 5.4128e-05
89.6 0.736338 0.00095182 0.121876 0.01755 0.02462 0.000885545 5.317e-05
89.7 0.738168 0.00095182 0.121876 0.0175202 0.0242311 0.000891545 5.45e-05
89.8 0.740158 0.00095182 0.121876 0.0175536 0.0247548 0.000885221 5.502e-05
89.9 0.742249 0.00095182 0.121876 0.0175086 0.024459 0.000856527 5.4057e-05
90 0.744429 0.00095182 0.121876 0.0175189 0.0243874 0.000854891 5.374e-05
90.1 0.746598 0.00095182 0.121876 0.017527 0.0243191 0.000888527 5.4158e-05
90.2 0.748985 0.00095182 0.121876 0.0174605 0.0245616 0.000868579 5.4113e-05
90.3 0.751525 0.00095182 0.121876 0.0174459 0.0242394 0.000882446 5.4753e-05
90.4 0.754147 0.00095182 0.121876 0.0174444 0.0243598 0.000879749 5.3976e-05
90.5 0.756727 0.00095182 0.121876 0.01742 0.0242832 0.000860813 5.4079e-05
90.6 0.759496 0.00095182 0.121876 0.017458 0.0243642 0.000863784 7.4793e-05
90.7 0.762095 0.00095182 0.121876 0.0173986 0.0241819 0.000900432 5.3947e-05
90.8 0.764849 0.00095182 0.121876 0.0173421 0.0241364 0.00084976 5.358e-05
90.9 0.767729 0.00095182 0.121876 0.0173941 0.0242077 0.000871733 5.4593e-05
91 0.770528 0.00095182 0.121876 0.0173384 0.0242089 0.000860897 5.4349e-05
91.1 0.773428 0.00095182 0.121876 0.0173274 0.0239698 0.000848104 5.3735e-05
91.2 0.776198 0.00095182 0.121876 0.017323 0.0241572 0.000850386 5.3761e-05
91.3 0.779166 0.00095182 0.121876 0.0173321 0.0242129 0.000852889 5.4e-05
91.4 0.782066 0.00095182 0.121876 0.0172556 0.0239825 0.00086728 5.4288e-05
91.5 0.784903 0.00095182 0.121876 0.0172581 0.023929 0.00086392 5.4526e-05
91.6 0.787641 0.00095182 0.121876 0.0172281 0.0286698 0.000860823 7.8269e-05
