Dc dPTime iforestTime find_markedNodesTime find_potential_dcNN_listTime relativedistanceTime ccidentificationTime_without_k ccidentificationTime clusterassignTime 
0.353 0.000796496 0.0952426 3.33e-07 2.98125 0.115103 1.28e-07 1.29e-07 0.000978647
0.354 0.000796496 0.0952426 3.45e-07 2.99073 0.115181 1.76e-07 1.32e-07 0.000975474
0.355 0.000796496 0.0952426 2.86e-07 2.98809 0.115374 1.42e-07 1.32e-07 0.000977492
0.356 0.000796496 0.0952426 2.81e-07 2.98966 0.1152 1.29e-07 1.82e-07 0.000977575
0.357 0.000796496 0.0952426 3.05e-07 2.99792 0.115441 1.29e-07 1.3e-07 0.000974943
0.358 0.000796496 0.0952426 3.06e-07 3.00292 0.116143 1.37e-07 1.27e-07 0.000977342
0.359 0.000796496 0.0952426 2.77e-07 3.0058 0.116129 1.39e-07 1.27e-07 0.00108724
0.36 0.000796496 0.0952426 3.51e-07 3.01829 0.118634 1.3e-07 1.38e-07 0.000980436
0.361 0.000796496 0.0952426 2.72e-07 3.03188 0.120522 2e-07 1.29e-07 0.000980796
0.362 0.000796496 0.0952426 4.14e-07 3.03057 0.124636 1.34e-07 1.33e-07 0.000980293
0.363 0.000796496 0.0952426 4.13e-07 3.04088 0.124649 1.33e-07 1.25e-07 0.000981339
0.364 0.000796496 0.0952426 3.46e-07 3.04867 0.117693 1.35e-07 1.29e-07 0.00097857
0.365 0.000796496 0.0952426 3.14e-07 3.04909 0.121098 1.39e-07 1.34e-07 0.000983417
0.366 0.000796496 0.0952426 2.54e-07 3.05023 0.12138 1.43e-07 1.27e-07 0.000980279
0.367 0.000796496 0.0952426 2.42e-07 3.05714 0.118075 1.43e-07 1.28e-07 0.000978753
0.368 0.000796496 0.0952426 2.52e-07 3.0606 0.118237 1.84e-07 1.43e-07 0.000980205
0.369 0.000796496 0.0952426 2.67e-07 3.07427 0.118421 1.36e-07 1.23e-07 0.000981317
0.37 0.000796496 0.0952426 2.65e-07 3.08518 0.119055 1.37e-07 1.26e-07 0.000981529
0.371 0.000796496 0.0952426 3.19e-07 3.08929 0.119248 1.35e-07 1.31e-07 0.000980617
0.372 0.000796496 0.0952426 2.99e-07 3.089 0.12626 1.34e-07 1.35e-07 0.000980252
0.373 0.000796496 0.0952426 3.45e-07 3.08963 0.11915 1.36e-07 1.31e-07 0.000982989
0.374 0.000796496 0.0952426 2.43e-07 3.09501 0.122536 1.35e-07 1.22e-07 0.000979353
0.375 0.000796496 0.0952426 2.98e-07 3.09711 0.119401 1.34e-07 1.39e-07 0.000980982
0.376 0.000796496 0.0952426 2.72e-07 3.09944 0.119405 1.34e-07 1.41e-07 0.00098062
0.377 0.000796496 0.0952426 2.77e-07 3.10114 0.11962 1.44e-07 1.27e-07 0.000979461
0.378 0.000796496 0.0952426 2.99e-07 3.10748 0.119637 1.34e-07 1.31e-07 0.000979247
0.379 0.000796496 0.0952426 3.61e-07 3.10916 0.119415 1.33e-07 1.28e-07 0.00097969
0.38 0.000796496 0.0952426 3.49e-07 3.11232 0.119672 1.89e-07 1.29e-07 0.000981185
0.381 0.000796496 0.0952426 2.87e-07 3.10931 0.119751 1.35e-07 1.74e-07 0.000981304
0.382 0.000796496 0.0952426 2.79e-07 3.12669 0.12026 1.36e-07 1.38e-07 0.000979713
0.383 0.000796496 0.0952426 3.21e-07 3.11945 0.122816 1.39e-07 1.27e-07 0.000978357
0.384 0.000796496 0.0952426 3.45e-07 3.11758 0.119364 1.29e-07 1.29e-07 0.000979153
0.385 0.000796496 0.0952426 3.7e-07 3.1224 0.119553 1.29e-07 1.27e-07 0.000979893
0.386 0.000796496 0.0952426 2.58e-07 3.12138 0.123451 1.84e-07 1.36e-07 0.000980362
0.387 0.000796496 0.0952426 2.85e-07 3.12502 0.120084 1.31e-07 1.32e-07 0.000981811
0.388 0.000796496 0.0952426 3.19e-07 3.12784 0.120017 1.3e-07 1.31e-07 0.000978992
0.389 0.000796496 0.0952426 3.42e-07 3.13184 0.11986 1.37e-07 1.25e-07 0.000980242
0.39 0.000796496 0.0952426 2.62e-07 3.12832 0.123553 1.32e-07 1.3e-07 0.000978854
0.391 0.000796496 0.0952426 3.39e-07 3.1316 0.123271 1.41e-07 1.28e-07 0.000980168
0.392 0.000796496 0.0952426 2.76e-07 3.13088 0.123451 1.46e-07 1.33e-07 0.000980331
0.393 0.000796496 0.0952426 2.7e-07 3.13813 0.119989 1.83e-07 1.41e-07 0.00097753
0.394 0.000796496 0.0952426 3.02e-07 3.14295 0.120136 1.29e-07 1.28e-07 0.000979021
0.395 0.000796496 0.0952426 2.89e-07 3.14658 0.119854 1.41e-07 1.29e-07 0.000982012
0.396 0.000796496 0.0952426 3.33e-07 3.14613 0.120162 1.32e-07 1.34e-07 0.00097737
0.397 0.000796496 0.0952426 3.53e-07 3.14497 0.120113 1.39e-07 1.25e-07 0.000980898
0.398 0.000796496 0.0952426 2.47e-07 3.19217 0.120624 1.32e-07 1.26e-07 0.000979582
0.399 0.000796496 0.0952426 3.31e-07 3.16533 0.120554 1.5e-07 1.28e-07 0.000981827
0.4 0.000796496 0.0952426 2.7e-07 3.16372 0.120602 1.31e-07 1.25e-07 0.000979611
0.401 0.000796496 0.0952426 2.47e-07 3.16483 0.120807 1.3e-07 1.27e-07 0.000980352
0.402 0.000796496 0.0952426 3.49e-07 3.18745 0.121287 1.41e-07 1.26e-07 0.000978418
0.403 0.000796496 0.0952426 3.04e-07 3.19153 0.121228 1.35e-07 1.41e-07 0.000980731
0.404 0.000796496 0.0952426 2.43e-07 3.19017 0.12167 1.44e-07 1.82e-07 0.000981911
0.405 0.000796496 0.0952426 3.25e-07 3.18833 0.121231 1.31e-07 1.81e-07 0.000978697
0.406 0.000796496 0.0952426 3.57e-07 3.19077 0.121579 1.37e-07 1.34e-07 0.000983972
0.407 0.000796496 0.0952426 2.84e-07 3.2017 0.121673 1.37e-07 1.29e-07 0.000977865
0.408 0.000796496 0.0952426 2.53e-07 3.21007 0.121894 1.37e-07 1.35e-07 0.000978522
0.409 0.000796496 0.0952426 3e-07 3.2095 0.121804 1.31e-07 1.82e-07 0.000978392
0.41 0.000796496 0.0952426 3.43e-07 3.21792 0.122207 1.38e-07 1.48e-07 0.000977561
0.411 0.000796496 0.0952426 2.99e-07 3.2173 0.122062 1.24e-07 1.23e-07 0.000979568
0.412 0.000796496 0.0952426 3.01e-07 3.22214 0.125839 1.96e-07 1.33e-07 0.000978528
0.413 0.000796496 0.0952426 2.8e-07 3.22334 0.122259 1.37e-07 1.29e-07 0.000978245
0.414 0.000796496 0.0952426 2.6e-07 3.2252 0.122246 1.39e-07 1.3e-07 0.000979344
0.415 0.000796496 0.0952426 2.57e-07 3.22693 0.122426 1.37e-07 1.22e-07 0.000977445
0.416 0.000796496 0.0952426 2.85e-07 3.22975 0.122319 1.3e-07 1.29e-07 0.000977208
0.417 0.000796496 0.0952426 2.86e-07 3.23197 0.122567 1.43e-07 1.31e-07 0.00098159
0.418 0.000796496 0.0952426 2.46e-07 3.23229 0.122478 1.3e-07 1.23e-07 0.000981492
0.419 0.000796496 0.0952426 2.5e-07 3.23203 0.122277 1.31e-07 1.34e-07 0.000977583
0.42 0.000796496 0.0952426 4.04e-07 3.23052 0.122389 1.38e-07 1.25e-07 0.000979623
0.421 0.000796496 0.0952426 3.13e-07 3.2307 0.122345 1.35e-07 1.31e-07 0.000979964
0.422 0.000796496 0.0952426 3.1e-07 3.23455 0.122413 1.4e-07 1.28e-07 0.000979456
0.423 0.000796496 0.0952426 3e-07 3.24203 0.122999 1.92e-07 1.24e-07 0.000980889
0.424 0.000796496 0.0952426 2.83e-07 3.24306 0.122716 1.36e-07 1.77e-07 0.000978959
0.425 0.000796496 0.0952426 2.8e-07 3.25026 0.122796 1.3e-07 1.25e-07 0.00102171
0.426 0.000796496 0.0952426 2.88e-07 3.25733 0.122894 1.85e-07 1.31e-07 0.000979987
0.427 0.000796496 0.0952426 2.75e-07 3.26243 0.123173 1.36e-07 1.26e-07 0.000977185
0.428 0.000796496 0.0952426 5.45e-07 3.27636 0.123059 1.36e-07 1.28e-07 0.000977799
0.429 0.000796496 0.0952426 2.57e-07 3.27704 0.123341 1.39e-07 1.25e-07 0.000978115
0.43 0.000796496 0.0952426 3e-07 3.27603 0.123435 1.36e-07 1.29e-07 0.000980486
0.431 0.000796496 0.0952426 3.51e-07 3.28243 0.124021 1.41e-07 1.83e-07 0.000977967
0.432 0.000796496 0.0952426 3.07e-07 3.28348 0.123585 1.28e-07 1.28e-07 0.00097596
0.433 0.000796496 0.0952426 2.75e-07 3.28718 0.123666 1.87e-07 1.29e-07 0.000979015
0.434 0.000796496 0.0952426 3.83e-07 3.29189 0.123642 1.38e-07 1.31e-07 0.000972911
0.435 0.000796496 0.0952426 3.38e-07 3.29523 0.124384 1.94e-07 1.28e-07 0.000979053
0.436 0.000796496 0.0952426 2.67e-07 3.29226 0.123907 1.34e-07 1.25e-07 0.000977866
0.437 0.000796496 0.0952426 3.53e-07 3.2966 0.12394 1.29e-07 1.31e-07 0.00105098
0.438 0.000796496 0.0952426 2.32e-07 3.29842 0.124039 1.3e-07 1.25e-07 0.000978718
0.439 0.000796496 0.0952426 3.37e-07 3.29628 0.124035 1.61e-07 1.25e-07 0.000979503
0.44 0.000796496 0.0952426 2.83e-07 3.30391 0.124356 1.34e-07 1.23e-07 0.000979553
0.441 0.000796496 0.0952426 3.29e-07 3.30427 0.124753 1.46e-07 1.24e-07 0.000981592
0.442 0.000796496 0.0952426 3.05e-07 3.3084 0.124371 1.37e-07 1.74e-07 0.000977277
0.443 0.000796496 0.0952426 3.35e-07 3.31453 0.124375 1.28e-07 1.29e-07 0.000976277
0.444 0.000796496 0.0952426 2.93e-07 3.30986 0.124495 1.89e-07 1.21e-07 0.000978972
0.445 0.000796496 0.0952426 2.55e-07 3.31143 0.124695 1.37e-07 1.36e-07 0.000979237
0.446 0.000796496 0.0952426 3.3e-07 3.31314 0.124534 1.24e-07 1.28e-07 0.000979056
0.447 0.000796496 0.0952426 3.44e-07 3.31526 0.124393 1.37e-07 1.27e-07 0.000978189
0.448 0.000796496 0.0952426 2.76e-07 3.3166 0.128316 1.44e-07 1.45e-07 0.000979555
0.449 0.000796496 0.0952426 2.81e-07 3.31526 0.12831 1.85e-07 1.33e-07 0.000980235
0.45 0.000796496 0.0952426 2.6e-07 3.32214 0.12825 1.3e-07 1.26e-07 0.000980706
0.451 0.000796496 0.0952426 2.56e-07 3.33126 0.128612 1.3e-07 1.28e-07 0.000979635
0.452 0.000796496 0.0952426 2.75e-07 3.33711 0.128623 1.39e-07 1.25e-07 0.000981797
0.453 0.000796496 0.0952426 2.45e-07 3.33637 0.12872 1.31e-07 1.3e-07 0.0009789
0.454 0.000796496 0.0952426 3.02e-07 3.34221 0.128546 1.37e-07 1.24e-07 0.000977831
0.455 0.000796496 0.0952426 2.46e-07 3.34059 0.128683 1.35e-07 1.39e-07 0.000979087
0.456 0.000796496 0.0952426 2.57e-07 3.33877 0.128796 1.44e-07 1.39e-07 0.000979334
0.457 0.000796496 0.0952426 3.23e-07 3.33772 0.128919 1.87e-07 1.3e-07 0.000979424
0.458 0.000796496 0.0952426 2.69e-07 3.34258 0.129024 1.31e-07 1.32e-07 0.000976814
0.459 0.000796496 0.0952426 3.15e-07 3.34216 0.128991 1.34e-07 1.27e-07 0.000978115
0.46 0.000796496 0.0952426 2.86e-07 3.34304 0.129341 1.46e-07 1.29e-07 0.000977744
0.461 0.000796496 0.0952426 2.77e-07 3.34478 0.128899 1.39e-07 1.82e-07 0.000980091
0.462 0.000796496 0.0952426 2.48e-07 3.34532 0.128903 1.36e-07 1.32e-07 0.00098026
0.463 0.000796496 0.0952426 2.44e-07 3.35017 0.128871 1.35e-07 1.29e-07 0.000981409
0.464 0.000796496 0.0952426 3e-07 3.35099 0.129204 1.28e-07 1.25e-07 0.000979958
0.465 0.000796496 0.0952426 3.61e-07 3.35127 0.125476 1.82e-07 1.18e-07 0.000979213
0.466 0.000796496 0.0952426 2.43e-07 3.35184 0.125708 1.43e-07 1.25e-07 0.000981126
0.467 0.000796496 0.0952426 3.15e-07 3.35475 0.12558 1.3e-07 1.85e-07 0.000980909
0.468 0.000796496 0.0952426 3.2e-07 3.35846 0.125678 1.4e-07 1.38e-07 0.000978529
0.469 0.000796496 0.0952426 3e-07 3.36637 0.128908 1.31e-07 1.38e-07 0.000976047
0.47 0.000796496 0.0952426 3.2e-07 3.36522 0.125748 1.38e-07 1.3e-07 0.000979996
0.471 0.000796496 0.0952426 3.55e-07 3.37764 0.126091 1.39e-07 1.46e-07 0.000981198
0.472 0.000796496 0.0952426 3.05e-07 3.38103 0.126331 1.41e-07 1.25e-07 0.000978352
0.473 0.000796496 0.0952426 2.93e-07 3.36429 0.129834 1.3e-07 1.38e-07 0.000979026
0.474 0.000796496 0.0952426 3.38e-07 3.38305 0.133466 1.29e-07 1.33e-07 0.000980228
0.475 0.000796496 0.0952426 3.3e-07 3.3884 0.126173 1.28e-07 1.25e-07 0.000979773
0.476 0.000796496 0.0952426 3.13e-07 3.38323 0.129886 1.28e-07 1.35e-07 0.000980558
0.477 0.000796496 0.0952426 2.91e-07 3.38132 0.126267 1.39e-07 1.32e-07 0.000981075
0.478 0.000796496 0.0952426 2.7e-07 3.38242 0.126265 1.35e-07 1.84e-07 0.000979764
0.479 0.000796496 0.0952426 3.12e-07 3.37916 0.12647 1.28e-07 1.28e-07 0.000979851
0.48 0.000796496 0.0952426 3.74e-07 3.38819 0.126344 1.36e-07 1.44e-07 0.000978589
0.481 0.000796496 0.0952426 3.02e-07 3.38691 0.126206 1.3e-07 1.25e-07 0.000977355
0.482 0.000796496 0.0952426 3.24e-07 3.39313 0.126472 1.4e-07 1.25e-07 0.00101341
0.483 0.000796496 0.0952426 2.82e-07 3.39162 0.126157 1.36e-07 1.29e-07 0.000979088
0.484 0.000796496 0.0952426 3.58e-07 3.40012 0.126528 1.3e-07 1.24e-07 0.000978287
0.485 0.000796496 0.0952426 4.31e-07 3.40116 0.126746 1.4e-07 1.8e-07 0.000978098
0.486 0.000796496 0.0952426 5.95e-07 3.40552 0.126603 1.29e-07 1.29e-07 0.000977644
0.487 0.000796496 0.0952426 2.73e-07 3.40735 0.126919 1.38e-07 1.31e-07 0.000977983
0.488 0.000796496 0.0952426 2.94e-07 3.41171 0.127215 1.37e-07 1.49e-07 0.00097802
0.489 0.000796496 0.0952426 2.54e-07 3.40853 0.127076 1.29e-07 1.29e-07 0.000977686
0.49 0.000796496 0.0952426 3.57e-07 3.43298 0.131231 1.4e-07 1.29e-07 0.000978722
0.491 0.000796496 0.0952426 3.05e-07 3.45076 0.127487 1.29e-07 1.47e-07 0.000979036
0.492 0.000796496 0.0952426 1.492e-06 3.44929 0.127814 1.34e-07 1.77e-07 0.000979477
0.493 0.000796496 0.0952426 3.4e-07 3.43344 0.131235 1.35e-07 1.27e-07 0.000979317
0.494 0.000796496 0.0952426 5.07e-07 3.44419 0.128452 1.29e-07 1.46e-07 0.000976844
0.495 0.000796496 0.0952426 3.03e-07 3.44343 0.128138 1.43e-07 1.84e-07 0.000978674
0.496 0.000796496 0.0952426 4.05e-07 3.44821 0.128251 1.31e-07 1.3e-07 0.000979556
0.497 0.000796496 0.0952426 7.64e-07 3.45822 0.128113 1.37e-07 1.83e-07 0.000982109
0.498 0.000796496 0.0952426 4.14e-07 3.44756 0.131728 1.36e-07 1.29e-07 0.000980944
0.499 0.000796496 0.0952426 3.05e-07 3.44627 0.12803 1.37e-07 1.71e-07 0.00098092
0.5 0.000796496 0.0952426 3.39e-07 3.46293 0.128562 1.51e-07 1.42e-07 0.000991617
0.501 0.000796496 0.0952426 3.54e-07 3.46312 0.128761 1.49e-07 1.47e-07 0.000981733
0.502 0.000796496 0.0952426 4.95e-07 3.46657 0.132404 1.42e-07 1.3e-07 0.000980091
0.503 0.000796496 0.0952426 2.86e-07 3.47558 0.128685 1.42e-07 1.31e-07 0.000976799
0.504 0.000796496 0.0952426 5.39e-07 3.46701 0.129247 1.29e-07 1.85e-07 0.000979303
0.505 0.000796496 0.0952426 3.54e-07 3.46959 0.128783 1.36e-07 1.29e-07 0.00097682
0.506 0.000796496 0.0952426 4.7e-07 3.46327 0.13227 1.86e-07 1.26e-07 0.000978359
0.507 0.000796496 0.0952426 3.59e-07 3.4794 0.132558 1.4e-07 1.37e-07 0.000982736
0.508 0.000796496 0.0952426 3.65e-07 3.48672 0.132612 1.38e-07 1.28e-07 0.000984294
0.509 0.000796496 0.0952426 2.24e-07 3.48428 0.128981 1.36e-07 1.37e-07 0.000979464
0.51 0.000796496 0.0952426 3.19e-07 3.48292 0.129313 1.46e-07 1.23e-07 0.000980494
0.511 0.000796496 0.0952426 1.73e-06 3.51182 0.129454 1.28e-07 1.54e-07 0.000978838
0.512 0.000796496 0.0952426 3.33e-07 3.48632 0.129396 1.42e-07 1.47e-07 0.000979916
0.513 0.000796496 0.0952426 2.98e-07 3.49106 0.129579 1.37e-07 1.28e-07 0.000981606
0.514 0.000796496 0.0952426 2.45e-07 3.49585 0.129236 1.96e-07 1.43e-07 0.000978509
0.515 0.000796496 0.0952426 2.74e-07 3.48633 0.129395 1.31e-07 1.37e-07 0.000980442
0.516 0.000796496 0.0952426 3.43e-07 3.49206 0.129344 1.25e-07 1.4e-07 0.000982145
0.517 0.000796496 0.0952426 2.66e-07 3.49243 0.133227 1.35e-07 1.3e-07 0.000982304
0.518 0.000796496 0.0952426 3.06e-07 3.49967 0.129575 1.29e-07 1.29e-07 0.000980616
0.519 0.000796496 0.0952426 3.56e-07 3.50355 0.12957 1.92e-07 1.3e-07 0.000981687
0.52 0.000796496 0.0952426 2.24e-07 3.50392 0.129753 1.33e-07 1.23e-07 0.00097736
0.521 0.000796496 0.0952426 2.65e-07 3.50134 0.129559 1.27e-07 1.26e-07 0.000978372
0.522 0.000796496 0.0952426 3.04e-07 3.50707 0.129538 1.36e-07 1.25e-07 0.000979426
0.523 0.000796496 0.0952426 2.52e-07 3.50353 0.129716 1.92e-07 1.28e-07 0.000977577
0.524 0.000796496 0.0952426 2.67e-07 3.5135 0.13016 1.38e-07 1.8e-07 0.000982309
0.525 0.000796496 0.0952426 2.63e-07 3.51367 0.13354 1.29e-07 1.38e-07 0.0010173
0.526 0.000796496 0.0952426 2.64e-07 3.51373 0.13701 1.29e-07 1.28e-07 0.000979228
0.527 0.000796496 0.0952426 2.58e-07 3.51318 0.130185 1.89e-07 1.28e-07 0.000980598
0.528 0.000796496 0.0952426 2.86e-07 3.52125 0.130117 1.37e-07 1.23e-07 0.000980458
0.529 0.000796496 0.0952426 2.95e-07 3.52042 0.130128 1.4e-07 1.29e-07 0.00097974
0.53 0.000796496 0.0952426 3.15e-07 3.52352 0.130014 1.35e-07 1.44e-07 0.000979217
0.531 0.000796496 0.0952426 3.8e-07 3.53004 0.130456 1.3e-07 1.28e-07 0.000977803
0.532 0.000796496 0.0952426 2.72e-07 3.52693 0.133612 1.28e-07 1.3e-07 0.000981361
0.533 0.000796496 0.0952426 2.69e-07 3.5284 0.13003 1.49e-07 1.79e-07 0.000976855
0.534 0.000796496 0.0952426 3.01e-07 3.52874 0.130494 1.77e-07 1.23e-07 0.000980159
0.535 0.000796496 0.0952426 2.4e-07 3.53079 0.130241 1.28e-07 1.24e-07 0.000978622
0.536 0.000796496 0.0952426 3.56e-07 3.53536 0.13298 1.3e-07 1.24e-07 0.00109855
0.537 0.000796496 0.0952426 2.96e-07 3.53521 0.13046 1.32e-07 1.4e-07 0.000978332
0.538 0.000796496 0.0952426 2.96e-07 3.54168 0.134052 1.83e-07 1.35e-07 0.00097952
0.539 0.000796496 0.0952426 3.61e-07 3.54279 0.130516 1.25e-07 1.26e-07 0.000978533
0.54 0.000796496 0.0952426 1.487e-06 3.55564 0.130762 1.3e-07 1.29e-07 0.000979925
0.541 0.000796496 0.0952426 3.5e-07 3.54067 0.130924 1.44e-07 1.23e-07 0.000977931
0.542 0.000796496 0.0952426 3.41e-07 3.54045 0.13063 1.3e-07 1.29e-07 0.000978422
0.543 0.000796496 0.0952426 5.17e-07 3.54475 0.13421 1.86e-07 1.29e-07 0.000980105
0.544 0.000796496 0.0952426 2.83e-07 3.54798 0.134603 1.46e-07 1.38e-07 0.000979575
0.545 0.000796496 0.0952426 3.02e-07 3.5471 0.130772 1.31e-07 1.78e-07 0.000978584
0.546 0.000796496 0.0952426 3.19e-07 3.55069 0.130651 1.34e-07 1.26e-07 0.000979331
0.547 0.000796496 0.0952426 2.66e-07 3.55578 0.130881 1.31e-07 1.37e-07 0.000979289
0.548 0.000796496 0.0952426 4.58e-07 3.5539 0.130725 1.34e-07 1.37e-07 0.000975681
0.549 0.000796496 0.0952426 3.88e-07 3.55469 0.130717 1.88e-07 1.3e-07 0.000978257
0.55 0.000796496 0.0952426 3e-07 3.56038 0.130801 1.46e-07 1.47e-07 0.000977701
0.551 0.000796496 0.0952426 3.35e-07 3.55719 0.130824 1.42e-07 1.31e-07 0.000977692
0.552 0.000796496 0.0952426 3.19e-07 3.56547 0.130922 1.91e-07 1.32e-07 0.000980239
0.553 0.000796496 0.0952426 2.7e-07 3.56277 0.130876 1.47e-07 1.28e-07 0.000976525
0.554 0.000796496 0.0952426 2.46e-07 3.56206 0.131086 1.29e-07 1.35e-07 0.0011423
0.555 0.000796496 0.0952426 4.1e-07 3.55942 0.130853 1.92e-07 1.28e-07 0.000981645
0.556 0.000796496 0.0952426 2.94e-07 3.56374 0.13101 1.32e-07 1.31e-07 0.000980798
0.557 0.000796496 0.0952426 2.89e-07 3.56484 0.134446 1.31e-07 1.38e-07 0.000981097
0.558 0.000796496 0.0952426 3.19e-07 3.56894 0.130769 1.84e-07 1.34e-07 0.000975819
0.559 0.000796496 0.0952426 2.67e-07 3.56875 0.130872 1.28e-07 1.32e-07 0.000978204
0.56 0.000796496 0.0952426 2.76e-07 3.5694 0.131316 1.3e-07 1.33e-07 0.000979088
0.561 0.000796496 0.0952426 2.99e-07 3.56918 0.13088 1.38e-07 1.43e-07 0.000980716
0.562 0.000796496 0.0952426 2.92e-07 3.57288 0.13095 1.32e-07 1.41e-07 0.000976948
0.563 0.000796496 0.0952426 2.37e-07 3.57093 0.13464 1.34e-07 1.49e-07 0.000975937
0.564 0.000796496 0.0952426 2.79e-07 3.57317 0.137995 1.32e-07 1.34e-07 0.000979776
0.565 0.000796496 0.0952426 2.38e-07 3.57151 0.141542 1.45e-07 1.31e-07 0.000979751
0.566 0.000796496 0.0952426 2.58e-07 3.57292 0.134361 1.35e-07 1.34e-07 0.000979403
0.567 0.000796496 0.0952426 3.28e-07 3.57074 0.131458 1.42e-07 1.32e-07 0.000979714
0.568 0.000796496 0.0952426 2.79e-07 3.57214 0.130822 1.43e-07 1.23e-07 0.00097953
0.569 0.000796496 0.0952426 3.59e-07 3.57174 0.13101 1.45e-07 1.36e-07 0.000977875
0.57 0.000796496 0.0952426 2.74e-07 3.58884 0.130869 1.29e-07 1.29e-07 0.000976329
0.571 0.000796496 0.0952426 3.86e-07 3.58079 0.131124 1.53e-07 1.33e-07 0.00097815
0.572 0.000796496 0.0952426 3.69e-07 3.58244 0.134465 1.4e-07 1.82e-07 0.0009776
0.573 0.000796496 0.0952426 2.71e-07 3.58143 0.131018 1.38e-07 1.28e-07 0.000976498
0.574 0.000796496 0.0952426 3.26e-07 3.59164 0.131619 1.38e-07 1.32e-07 0.000977516
0.575 0.000796496 0.0952426 3.43e-07 3.59576 0.131102 1.34e-07 1.3e-07 0.000977469
0.576 0.000796496 0.0952426 2.92e-07 3.59423 0.131309 1.45e-07 1.28e-07 0.000978897
0.577 0.000796496 0.0952426 2.84e-07 3.59605 0.131323 1.84e-07 1.23e-07 0.000977396
0.578 0.000796496 0.0952426 3.53e-07 3.5967 0.13124 1.35e-07 1.83e-07 0.000978051
0.579 0.000796496 0.0952426 3.7e-07 3.59325 0.131453 1.33e-07 1.28e-07 0.00098167
0.58 0.000796496 0.0952426 2.85e-07 3.60197 0.131408 1.37e-07 1.26e-07 0.00097975
0.581 0.000796496 0.0952426 3.07e-07 3.60556 0.135213 1.38e-07 1.3e-07 0.00097932
0.582 0.000796496 0.0952426 3.02e-07 3.60767 0.131461 1.4e-07 1.24e-07 0.000978669
0.583 0.000796496 0.0952426 3.44e-07 3.60647 0.131362 1.36e-07 1.39e-07 0.000979871
0.584 0.000796496 0.0952426 3.09e-07 3.60759 0.138601 1.43e-07 1.23e-07 0.000981382
0.585 0.000796496 0.0952426 3.26e-07 3.60328 0.131341 1.36e-07 1.43e-07 0.000980424
0.586 0.000796496 0.0952426 2.85e-07 3.60819 0.13145 1.5e-07 1.25e-07 0.000981865
0.587 0.000796496 0.0952426 2.76e-07 3.61178 0.131412 1.89e-07 1.24e-07 0.000981152
0.588 0.000796496 0.0952426 3.12e-07 3.61614 0.131397 1.42e-07 1.28e-07 0.000976391
0.589 0.000796496 0.0952426 2.82e-07 3.61373 0.131493 1.41e-07 1.24e-07 0.000979837
0.59 0.000796496 0.0952426 2.77e-07 3.61961 0.139086 1.36e-07 1.26e-07 0.000977743
0.591 0.000796496 0.0952426 3.71e-07 3.61684 0.135164 1.3e-07 1.79e-07 0.000981641
0.592 0.000796496 0.0952426 2.76e-07 3.61729 0.138868 1.82e-07 1.35e-07 0.000977703
0.593 0.000796496 0.0952426 5.75e-07 3.62403 0.138803 1.53e-07 1.44e-07 0.000978029
0.594 0.000796496 0.0952426 3.1e-07 3.62256 0.131824 1.37e-07 1.27e-07 0.000979116
0.595 0.000796496 0.0952426 2.74e-07 3.63185 0.131723 1.91e-07 1.31e-07 0.000979609
0.596 0.000796496 0.0952426 2.75e-07 3.6263 0.132055 1.49e-07 1.36e-07 0.000980136
0.597 0.000796496 0.0952426 2.9e-07 3.62246 0.139205 1.37e-07 1.28e-07 0.000979735
0.598 0.000796496 0.0952426 2.94e-07 3.62844 0.139493 1.32e-07 1.28e-07 0.000980307
0.599 0.000796496 0.0952426 3.3e-07 3.63599 0.13247 1.28e-07 1.83e-07 0.00097617
0.6 0.000796496 0.0952426 3.17e-07 3.64049 0.132265 1.3e-07 1.3e-07 0.000977813
0.601 0.000796496 0.0952426 2.91e-07 3.65655 0.132643 1.32e-07 1.29e-07 0.000978048
0.602 0.000796496 0.0952426 3e-07 3.65213 0.132651 1.33e-07 1.28e-07 0.000977807
0.603 0.000796496 0.0952426 2.66e-07 3.65121 0.132588 1.3e-07 1.3e-07 0.000981902
0.604 0.000796496 0.0952426 2.58e-07 3.66553 0.136311 1.29e-07 1.42e-07 0.000980117
0.605 0.000796496 0.0952426 4.58e-07 3.66015 0.136379 1.3e-07 1.4e-07 0.000978826
0.606 0.000796496 0.0952426 3.15e-07 3.67379 0.136943 1.33e-07 1.27e-07 0.000983435
0.607 0.000796496 0.0952426 7.27e-07 3.67151 0.14747 1.38e-07 1.43e-07 0.000977385
0.608 0.000796496 0.0952426 5.84e-07 3.66699 0.133088 1.3e-07 1.28e-07 0.000978698
0.609 0.000796496 0.0952426 3.89e-07 3.6728 0.132696 1.36e-07 1.3e-07 0.000976599
0.61 0.000796496 0.0952426 2.88e-07 3.67041 0.132895 1.33e-07 1.3e-07 0.000979745
0.611 0.000796496 0.0952426 2.87e-07 3.67983 0.133519 1.4e-07 1.28e-07 0.000982922
0.612 0.000796496 0.0952426 5.64e-07 3.67901 0.136348 1.32e-07 1.3e-07 0.000977636
0.613 0.000796496 0.0952426 3.29e-07 3.68254 0.139893 1.91e-07 1.34e-07 0.000976562
0.614 0.000796496 0.0952426 2.58e-07 3.67947 0.132891 1.35e-07 1.43e-07 0.00097579
0.615 0.000796496 0.0952426 5.62e-07 3.68017 0.136552 1.39e-07 1.29e-07 0.000979852
